jd,year,a_km,e,i_deg,raan_deg,argp_deg,hp_km,azimuth_deg,lambda
2438752.98633024,1964.9773753052432,81228.50094455187,0.9056099,32.335,161.7823,321.1732,1289.030027006348,210.64039011249224,30476.953387842314
2439082.68742882,1965.8800477175084,81255.80463320059,0.86083,40.7178,145.8747,335.5992,4930.234030802527,244.19672169697242,37546.547636896976
2439791.04166666,1967.819415925147,81241.86821783474,0.6459399,53.8078,133.7053,344.1463,22386.367685393387,262.4018669470297,59672.56917863587
2451719.33333333,2000.4772986538815,80788.58281619806,0.5588126,45.313,137.1073,24.0433,29264.768502363106,68.86308460264917,65229.706317491975
2451729.875,2000.506160164271,80792.0133404004,0.560137,45.4308,137.0341,24.2122,29159.281063948547,58.56864086242305,65152.116300233276
2451743.125,2000.5424366872005,80791.18274402789,0.561692,45.5944,136.9846,24.5209,29033.28542616938,45.76829260780292,65056.757457571184
2451751.04166667,2000.564111339274,80816.32521793003,0.5619525,45.5792,136.8822,25.0086,29023.252920901214,38.35071786141668,65061.099884444215
2451759.41666667,2000.587040839616,80797.4718727026,0.5642026,45.7536,136.924,25.2854,28833.19186869693,30.414697738213363,64908.1572535361
2451769.625,2000.6149897330595,80795.05951803461,0.5644892,45.804,136.856,25.6093,28808.984706746865,20.608996098562642,64888.61712739269
2451780.16666667,2000.643851243449,80809.29401615368,0.5654615,45.724,136.7222,26.2363,28736.613107838406,10.712052358336479,64840.22936126534
2451790.79166667,2000.6729409080624,80808.07953523274,0.566454,45.7107,136.6338,26.8341,28655.88335018201,0.7491730975563371,64778.04414003369
2451798.70833333,2000.6946155601102,80783.25967138755,0.5677212,45.7838,136.644,27.0285,28542.754250835802,353.1508983603494,64679.80018848866
2451809.33333333,2000.7237052247235,80803.35888789775,0.5674291,45.608,136.4116,27.5941,28575.045377160925,343.0118190995691,64713.97891143006
2451822.54166667,2000.7598676705538,80810.4386919387,0.5668669,45.4196,136.1451,28.1778,28623.53952299936,330.3105386006363,64754.42524255969
2451833.125,2000.7888432580423,80819.31522517807,0.566738,45.2462,135.9184,28.7633,28637.801853091107,320.2381271047228,64769.505586829735
2451843.75,2000.8179329226557,80805.02642912294,0.5671252,45.1925,135.7577,29.1207,28600.323354501306,309.96254784394256,64734.117646670966
2451851.66666667,2000.839607574729,80803.12372874927,0.5668141,45.1643,135.6056,29.1405,28624.63757524961,302.02737309755634,64751.8269565746
2451864.91666667,2000.8758840976584,80804.76132707424,0.5672394,45.1049,135.3589,29.49,28590.98069476145,289.0706248429362,64726.841048030255
2451878.125,2000.9120465434635,80810.03099454567,0.5672802,45.1174,135.1696,29.6342,28589.9641499536,276.0070443531828,64728.53772731117
2451888.70833333,2000.941022130952,80822.56077255298,0.5681107,45.1271,135.0116,29.9571,28528.26289626537,265.74073285726934,64687.12393966328
2451899.29166667,2000.9699977184662,80811.44370222905,0.569856,45.2735,134.9903,30.1541,28382.421339851615,255.48522135217635,64569.77274132801
2451912.54166667,2001.0062742413957,80803.30615509138,0.5724021,45.4446,134.9446,30.4766,28173.187724974152,242.70247309755632,64404.22755618438
2451925.75,2001.0424366872005,80803.18358727927,0.5750023,45.6051,134.9197,30.7975,27963.03087727144,229.9799926078029,64240.669151578324
2451941.625,2001.0859000684463,80810.76513866331,0.5777933,45.6836,134.8117,31.42,27740.710173670086,214.84767535934287,64070.05009967204
2451952.20833333,2001.1148756559348,80793.65322542083,0.580427,45.7874,134.8102,31.8415,27520.699164749494,204.83646386342946,63888.70541112056
2451965.5,2001.151266255989,80784.44330799974,0.5828085,45.7935,134.694,32.4911,27324.44678032938,192.26924784394254,63728.78471208474
2451976.08333333,2001.1802418434777,80786.54860757056,0.5839241,45.7284,134.5276,32.8829,27235.19961978867,182.06343634802903,63658.631632504796
2451986.625,2001.2091033538672,80807.29841434034,0.5837155,45.5641,134.2855,33.3761,27260.68951676446,171.92439260780293,63688.42878312674
2451997.66666667,2001.2393337896503,80815.35712511369,0.5844295,45.3852,134.0199,34.0433,27206.342068162056,161.44303572589303,63648.7216281181
2452007.83333333,2001.2671686059691,80802.2771699811,0.585306,45.3108,133.8548,34.4775,27130.083228728145,151.6916018511092,63581.77682368844
2452018.41666667,2001.2961441934833,80784.73245806957,0.5860584,45.2779,133.6883,34.7357,27062.025109265254,141.35209034601624,63519.26044393392
