norad,zone,e_opt,bn_opt,reentry_jd,rpe_pct,zstat,t_mean,t_std,ens_rpe_pct,zepoch,rms_fit
42928,1, 0.321707,  81.195, 2458635.9487,   17.201, 0, 2458552.4296,   55.19,    1.318, 2458019.6716,   0.0442
42928,2, 0.295556, 110.975, 2458504.0394,   -9.319, 2, 2458552.4296,   55.19,    1.318, 2458100.6070,   0.0639
42928,3, 0.287835,  74.884, 2458517.6682,   -6.557, 0, 2458552.4296,   55.19,    1.318, 2458121.0224,   0.0116
42928,4, 0.280612,  82.705, 2458650.5168,   25.968, 0, 2458552.4296,   55.19,    1.318, 2458141.0908,   0.0093
42928,5, 0.274880,  92.584, 2458562.9478,    4.542, 2, 2458552.4296,   55.19,    1.318, 2458161.3156,   0.0909
42928,6, 0.226768,  99.332, 2458580.3199,   13.369, 2, 2458552.4296,   55.19,    1.318, 2458285.0495,   0.0404
42928,7, 0.140337,  62.753, 2458539.1514,   -6.500, 2, 2458552.4296,   55.19,    1.318, 2458447.8303,   0.0224
42928,8, 0.080830, 120.637, 2458541.9113,  -21.999, 2, 2458552.4296,   55.19,    1.318, 2458529.1874,   1.3305
35497,1, 0.605222,  67.469,       0.0000,    0.000, 0, 2457704.2899,  370.45,    2.771, 2457266.9768,   0.0154
35497,2, 0.602965,  94.924,       0.0000,    0.000, 2, 2457704.2899,  370.45,    2.771, 2457348.1694,   0.1236
35497,3, 0.602449,  79.298,       0.0000,    0.000, 0, 2457704.2899,  370.45,    2.771, 2457368.4122,   0.0207
35497,4, 0.598157,  80.267,       0.0000,    0.000, 0, 2457704.2899,  370.45,    2.771, 2457429.3251,   0.0205
35497,5, 0.582345,  84.178, 2458344.6304,  358.969, 0, 2457704.2899,  370.45,    2.771, 2457510.8325,   0.0231
35497,6, 0.557496, 116.613, 2457726.8387,   28.374, 2, 2457704.2899,  370.45,    2.771, 2457571.4778,   3.1260
35497,7, 0.474087, 132.903, 2457678.8392,  -23.318, 2, 2457704.2899,  370.45,    2.771, 2457633.9141,   2.5032
35497,8, 0.356940, 155.864, 2457681.7411,  -76.356, 2, 2457704.2899,  370.45,    2.771, 2457678.4094,  24.4355
37151,1, 0.558188,  57.643,       0.0000,    0.000, 0, 2457350.4866,  298.81,   -1.192, 2456603.2714,   0.0133
37151,2, 0.530443,  53.014,       0.0000,    0.000, 0, 2457350.4866,  298.81,   -1.192, 2456765.4032,   0.0182
37151,3, 0.516500,  70.411, 2457384.2592,    4.483, 0, 2457350.4866,  298.81,   -1.192, 2456807.1762,   0.0469
37151,4, 0.510287,  64.144, 2457247.6783,  -21.037, 0, 2457350.4866,  298.81,   -1.192, 2456827.9493,   0.0310
37151,5, 0.481318,  46.550, 2457316.0705,  -10.101, 2, 2457350.4866,  298.81,   -1.192, 2456929.5410,   0.0991
37151,6, 0.416151,  58.772, 2458008.8076,  227.033, 0, 2457350.4866,  298.81,   -1.192, 2457073.5033,   0.1746
37151,7, 0.369087,  69.932, 2457341.8457,   -8.619, 2, 2457350.4866,  298.81,   -1.192, 2457154.6604,   0.1439
37151,8, 0.076509,  76.683, 2457359.1275,  -24.213, 2, 2457350.4866,  298.81,   -1.192, 2457357.9616,   4.2314
39615,1, 0.553510,  82.621, 2457621.0567,  -64.331, 0, 2458011.0337,  229.29,   -0.077, 2457404.5731,   0.1578
39615,2, 0.525612,  50.303, 2458314.8100,   53.527, 2, 2458011.0337,  229.29,   -0.077, 2457444.8533,   0.1869
39615,3, 0.494180,  60.951,       0.0000,    0.000, 0, 2458011.0337,  229.29,   -0.077, 2457505.9671,   0.0652
39615,4, 0.483796,  74.182,       0.0000,    0.000, 0, 2458011.0337,  229.29,   -0.077, 2457527.8371,   0.0340
39615,5, 0.443613,  69.559, 2457929.9964,  -20.304, 0, 2458011.0337,  229.29,   -0.077, 2457610.0875,   0.0269
39615,6, 0.336552,  47.690, 2458120.2052,   55.012, 2, 2458011.0337,  229.29,   -0.077, 2457813.8961,   0.0097
39615,7, 0.301096,  60.373, 2458007.9302,   -2.277, 0, 2458011.0337,  229.29,   -0.077, 2457854.7396,   0.0392
39615,8, 0.113386,  52.148, 2458014.1373,   19.810, 0, 2458011.0337,  229.29,   -0.077, 2457998.1868,   0.5044
27526,1, 0.571213,  72.510,       0.0000,    0.000, 0, 2456058.1321,  320.91,    0.265, 2455440.8741,   0.0371
27526,2, 0.498203,  72.093, 2456838.4043,  227.613, 0, 2456058.1321,  320.91,    0.265, 2455712.9766,   0.1291
27526,3, 0.446310,  68.690, 2456064.8351,    3.783, 0, 2456058.1321,  320.91,    0.265, 2455836.1807,   0.0921
27526,4, 0.428742,  79.112, 2456124.9444,   34.178, 0, 2456058.1321,  320.91,    0.265, 2455856.2392,   0.0493
27526,5, 0.409978,  71.980, 2456048.1296,   -4.652, 2, 2456058.1321,  320.91,    0.265, 2455876.5828,   0.0264
27526,6, 0.389114,  66.480, 2456058.1321,    1.021, 2, 2456058.1321,  320.91,    0.265, 2455896.6431,   0.4470
27526,7, 0.378290,  98.221, 2455991.3470,  -46.601, 2, 2456058.1321,  320.91,    0.265, 2455916.6893,   1.9043
