object,zone,it,tobs,apobs,e1,e2,e3,bn1,bn2,bn3,rms_baseline,s11,s21,s31,s12,s22,s32,s13,s23,s33
27526                         , 6, 17,    8.1937,   8161.4153,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7456.7434,     8166.9390,     8927.7887,     7498.3484,     8208.9742,     8970.3320,     7528.3997,     8239.3416,     9001.0708,
27526                         , 6, 18,    9.0538,   8127.1230,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7430.1698,     8140.1752,     8900.7995,     7476.0694,     8186.5319,     8947.6975,     7509.2210,     8220.0200,     8981.5820,
27526                         , 6, 19,    9.3325,   8116.8770,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7421.5535,     8131.4977,     8892.0492,     7468.8474,     8179.2574,     8940.3611,     7503.0055,     8213.7587,     8975.2669,
27526                         , 6, 20,   10.0443,   8087.0482,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7399.5070,     8109.2917,     8869.6525,     7450.3724,     8160.6456,     8921.5873,     7487.1084,     8197.7424,     8959.1104,
27526                         , 6, 21,   10.3196,   8076.6600,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7390.9530,     8100.6758,     8860.9594,     7443.2067,     8153.4256,     8914.3023,     7480.9441,     8191.5306,     8952.8423,
27526                         , 6, 22,   11.0318,   8047.5087,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7368.7236,     8078.2808,     8838.3587,     7424.5877,     8134.6644,     8895.3655,     7464.9307,     8175.3925,     8936.5524,
27526                         , 6, 23,   11.1640,   8042.6821,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7364.5781,     8074.1017,     8834.1396,     7421.1158,     8131.1642,     8891.8311,     7461.9449,     8172.3821,     8933.5125,
27526                         , 6, 24,   12.1528,   8002.1386,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7333.3362,     8042.5786,     8802.2784,     7394.9524,     8104.7602,     8865.1416,     7439.4463,     8149.6747,     8910.5585,
27526                         , 6, 25,   13.0013,   7966.3566,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7306.1641,     8015.1143,     8774.4615,     7372.1951,     8081.7531,     8841.8362,     7419.8765,     8129.8878,     8890.5148,
27526                         , 6, 26,   14.1110,   7927.3754,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7270.0982,     7978.5898,     8737.3878,     7341.9811,     8051.1474,     8810.7652,     7393.8877,     8103.5586,     8863.7821,
27526                         , 6, 27,   14.9587,   7899.9335,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7242.1818,     7950.2735,     8708.5910,     7318.5861,     8027.4080,     8786.6161,     7373.7568,     8083.1274,     8842.9954,
27526                         , 6, 28,   16.0577,   7851.5487,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7205.6478,     7913.1744,     8670.8025,     7287.9534,     7996.2899,     8754.9110,     7347.3868,     8056.3314,     8815.6887,
27526                         , 6, 29,   16.3256,   7841.5059,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7196.7057,     7904.0888,     8661.5418,     7280.4537,     7988.6676,     8747.1379,     7340.9284,     8049.7655,     8808.9914,
27526                         , 6, 30,   17.0284,   7806.6180,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7173.2223,     7880.2288,     8637.2216,     7260.7544,     7968.6453,     8726.7190,     7323.9615,     8032.5148,     8791.3939,
27526                         , 6, 31,   17.9970,   7766.5642,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7140.8933,     7847.4026,     8603.7857,     7233.6295,     7941.0879,     8698.6376,     7300.5936,     8008.7635,     8767.1841,
27526                         , 6, 32,   18.9619,   7724.7815,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7112.3679,     7818.3128,     8574.6686,     7207.8576,     7914.8441,     8672.3729,     7277.4328,     7985.2461,     8743.4046,
27526                         , 6, 33,   19.0861,   7719.3244,  0.367914,  0.389056,  0.410198,   66.3712,   79.1125,   91.8538,   44.698950,     7112.3679,     7818.3128,     8574.6686,     7207.8576,     7914.8441,     8672.3729,     7277.2399,     7985.0034,     8743.4046,
27526                         , 7,  1,    0.0000,   7686.1172,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     6762.8324,     7650.0157,     8621.1511,     6762.8324,     7650.0157,     8621.1511,     6762.8324,     7650.0157,     8621.1511,
27526                         , 7,  2,    0.9646,   7628.6806,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     6634.3204,     7519.8729,     8488.9343,     6665.3250,     7551.2516,     8520.7953,     6684.2649,     7570.4238,     8540.2651,
27526                         , 7,  3,    1.2134,   7618.2261,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     6601.5099,     7486.7546,     8455.4023,     6640.4400,     7526.1239,     8495.3458,     6664.2178,     7550.1760,     8519.7532,
27526                         , 7,  4,    2.0381,   7580.2867,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     6493.8355,     7378.3932,     8346.0642,     6558.8143,     7443.9351,     8412.3812,     6598.4794,     7483.9613,     8452.8944,
27526                         , 7,  5,    2.1631,   7574.8951,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     6477.6490,     7362.1502,     8329.7270,     6546.5500,     7431.6202,     8399.9888,     6588.6053,     7474.0422,     8442.9095,
27526                         , 7,  6,    2.9885,   7532.3745,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     6371.6950,     7256.1196,     8223.4251,     6466.3182,     7351.2696,     8319.3856,     6524.0337,     7409.3432,     8377.9815,
27526                         , 7,  7,    3.2433,   7522.1492,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     6339.2715,     7223.7675,     8191.0965,     6441.7847,     7326.7687,     8294.8857,     6504.2974,     7389.6229,     8358.2531,
27526                         , 7,  8,    3.5508,   7509.1731,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     6300.2662,     7184.9037,     8152.3219,     6412.2829,     7297.3449,     8265.5005,     6480.5710,     7365.9455,     8334.5890,
27526                         , 7,  9,    3.9322,   7492.5121,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     6252.0538,     7136.9444,     8104.5312,     6375.8377,     7261.0527,     8229.2824,     6451.2708,     7336.7487,     8305.4252,
27526                         , 7, 10,    4.0609,   7485.6216,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     6235.8250,     7120.8180,     8088.4712,     6363.5745,     7248.8532,     8217.1141,     6441.4141,     7326.9367,     8295.6283,
27526                         , 7, 11,    5.0005,   7444.8430,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     6117.5780,     7003.5143,     7971.7799,     6274.2901,     7160.1684,     8128.7374,     6369.6848,     7255.6358,     8224.5002,
27526                         , 7, 12,    5.2571,   7433.3635,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     6085.2906,     6971.5313,     7940.0011,     6249.9314,     7136.0038,     8104.6790,     6350.1256,     7236.2161,     8205.1429,
27526                         , 7, 13,    6.0655,   7398.9740,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5983.3529,     6870.6220,     7839.8280,     6173.0765,     7059.7978,     8028.8618,     6288.4389,     7174.9915,     8144.1526,
27526                         , 7, 14,    6.1926,   7393.5115,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5967.2636,     6854.6983,     7824.0328,     6160.9516,     7047.7771,     8016.9088,     6278.7096,     7165.3358,     8134.5381,
27526                         , 7, 15,    6.6292,   7375.0904,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5911.8692,     6799.8813,     7769.6771,     6119.2215,     7006.3989,     7975.7783,     6245.2305,     7132.1028,     8101.4545,
27526                         , 7, 16,    7.2578,   7347.5986,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5831.6211,     6720.4547,     7690.8952,     6058.7963,     6946.4602,     7916.2185,     6196.7656,     7083.9687,     8053.5560,
27526                         , 7, 17,    7.6894,   7333.8607,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5776.1514,     6665.5359,     7636.3823,     6017.0471,     6905.0235,     7875.0091,     6163.2864,     7050.6924,     8020.4344,
27526                         , 7, 18,    7.8133,   7327.5786,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5760.1604,     6649.7012,     7620.6555,     6005.0146,     6893.0752,     7863.1213,     6153.6376,     7041.0987,     8010.8786,
27526                         , 7, 19,    8.1842,   7310.0367,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5712.1467,     6602.1455,     7573.4034,     5968.8888,     6857.1935,     7827.4015,     6124.6738,     7012.2879,     7982.1641,
27526                         , 7, 20,    8.9917,   7276.7909,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5606.7555,     6497.7161,     7469.5506,     5889.6311,     6778.4131,     7748.8782,     6061.1362,     6949.0260,     7919.0310,
27526                         , 7, 21,    9.1153,   7271.5137,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5590.5233,     6481.6289,     7453.5402,     5877.4276,     6766.2779,     7736.7715,     6051.3555,     6939.2806,     7909.2961,
27526                         , 7, 22,    9.5474,   7251.8797,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5533.5774,     6425.1871,     7397.3492,     5834.6274,     6723.7035,     7694.2794,     6017.0534,     6905.0927,     7875.1240,
27526                         , 7, 23,    9.6731,   7244.2647,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5516.9575,     6408.7137,     7380.9455,     5822.1389,     6711.2785,     7681.8733,     6007.0460,     6895.1150,     7865.1464,
27526                         , 7, 24,   10.1672,   7222.9782,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5451.3789,     6343.7170,     7316.2091,     5772.8782,     6662.2602,     7632.9101,     5967.5733,     6855.7507,     7825.7664,
27526                         , 7, 25,   10.5975,   7205.0410,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5393.9876,     6286.8463,     7259.5552,     5729.7896,     6619.3790,     7590.0603,     5933.0544,     6821.3183,     7791.3031,
27526                         , 7, 26,   10.8439,   7194.7332,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5361.0275,     6254.1936,     7227.0303,     5705.0549,     6594.7637,     7565.4610,     5913.2429,     6801.5541,     7771.5160,
27526                         , 7, 27,   11.2164,   7179.4497,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5311.0569,     6204.7092,     7177.7451,     5667.5710,     6557.4672,     7528.1882,     5883.2246,     6771.6106,     7741.5346,
27526                         , 7, 28,   11.6434,   7159.3525,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5253.6231,     6147.8695,     7121.1535,     5624.5183,     6514.6438,     7485.3975,     5848.7569,     6737.2339,     7707.1167,
27526                         , 7, 29,   11.7663,   7153.6071,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5237.0633,     6131.4899,     7104.8511,     5612.1114,     6502.3067,     7473.0724,     5838.8262,     6727.3315,     7697.2037,
27526                         , 7, 30,   12.1334,   7138.3806,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5187.5262,     6082.5155,     7056.1280,     5575.0142,     6465.4317,     7436.2432,     5809.1397,     6697.7375,     7667.5843,
27526                         , 7, 31,   12.5599,   7119.0894,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5129.8701,     6025.5728,     6999.5213,     5531.8753,     6422.5803,     7393.4702,     5774.6322,     6663.3560,     7633.1901,
27526                         , 7, 32,   12.8060,   7108.5353,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5096.5668,     5992.7128,     6966.8813,     5506.9773,     6397.8655,     7368.8164,     5754.7235,     6643.5313,     7613.3690,
27526                         , 7, 33,   13.1745,   7091.4539,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     5046.6532,     5943.5169,     6918.0570,     5469.6949,     6360.8857,     7331.9531,     5724.9238,     6613.8767,     7583.7376,
27526                         , 7, 34,   13.5990,   7073.4950,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4989.1060,     5886.8850,     6861.9238,     5426.7657,     6318.3511,     7289.5965,     5690.6298,     6579.7812,     7549.7009,
27526                         , 7, 35,   13.8433,   7062.7983,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4955.9725,     5854.3239,     6829.6870,     5402.0768,     6293.9142,     7265.2873,     5670.9170,     6560.2008,     7530.1727,
27526                         , 7, 36,   14.6338,   7028.9367,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4848.7218,     5749.1663,     6725.7950,     5322.3081,     6215.1003,     7187.0253,     5607.2835,     6497.0939,     7467.3412,
27526                         , 7, 37,   14.7559,   7022.9055,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4832.1630,     5732.9652,     6709.8210,     5310.0138,     6202.9735,     7175.0050,     5597.4839,     6487.3905,     7457.6959,
27526                         , 7, 38,   15.1187,   7006.8546,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4782.9422,     5684.8629,     6662.4472,     5273.5028,     6166.9978,     7139.3797,     5568.3975,     6458.6136,     7429.1194,
27526                         , 7, 39,   15.6676,   6984.2468,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4708.5123,     5612.2928,     6591.1306,     5218.3979,     6112.8012,     7085.8161,     5524.5400,     6415.2991,     7386.1880,
27526                         , 7, 40,   15.7857,   6978.9232,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4692.5104,     5596.7177,     6575.8503,     5206.5677,     6101.1828,     7074.3507,     5515.1314,     6406.0197,     7377.0034,
27526                         , 7, 41,   16.5742,   6947.4476,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4585.6217,     5492.9309,     6474.2639,     5127.7108,     6023.8909,     6998.2376,     5452.4842,     6344.3421,     7316.0775,
27526                         , 7, 42,   16.8119,   6935.8823,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4553.3847,     5461.7175,     6443.7917,     5103.9867,     6000.6910,     6975.4437,     5433.6596,     6325.8476,     7297.8498,
27526                         , 7, 43,   17.5977,   6903.2066,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4446.7388,     5358.7509,     6343.5256,     5025.7110,     5924.3068,     6900.5685,     5371.6290,     6265.0204,     7238.0282,
27526                         , 7, 44,   17.8340,   6893.2642,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4414.6264,     5327.8351,     6313.4935,     5002.2059,     5901.4166,     6878.1770,     5353.0252,     6246.8107,     7220.1561,
27526                         , 7, 45,   18.6130,   6858.0294,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4360.4616,     5271.7951,     6246.9186,     4924.7119,     5826.0863,     6804.6186,     5291.7634,     6186.9425,     7161.4656,
27526                         , 7, 46,   18.8535,   6847.7071,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4360.4616,     5271.7951,     6246.9186,     4920.5747,     5821.3565,     6792.6024,     5272.8568,     6168.4906,     7143.3949,
27526                         , 7, 47,   19.5038,   6820.9881,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4360.4616,     5271.7951,     6246.9186,     4920.5747,     5821.3565,     6792.6024,     5267.7675,     6164.0147,     7133.9161,
27526                         , 7, 48,   19.7506,   6809.8769,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4360.4616,     5271.7951,     6246.9186,     4920.5747,     5821.3565,     6792.6024,     5267.7675,     6164.0147,     7133.9161,
27526                         , 7, 49,   19.8687,   6804.8091,  0.338303,  0.366904,  0.395505,   60.0006,   79.1125,   98.2244,  190.433431,     4360.4616,     5271.7951,     6246.9186,     4920.5747,     5821.3565,     6792.6024,     5267.7675,     6164.0147,     7133.9161,
27526                         , 8,  1,    0.0000,   2151.9711,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,      269.9346,     2129.6839,     4602.2519,      269.9346,     2129.6839,     4602.2519,      269.9346,     2129.6839,     4602.2519,
27526                         , 8,  2,    0.9703,   2068.9052,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1997.7936,     4483.3524,      101.2383,     2046.1021,     4526.5070,       98.8404,     2068.5033,     4546.6700,
27526                         , 8,  3,    1.8554,   1995.2513,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1873.0757,     4374.7187,      101.2383,     1968.2284,     4457.4960,       98.8404,     2011.8713,     4496.0930,
27526                         , 8,  4,    2.9558,   1890.4741,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1710.6920,     4239.3923,      101.2383,     1868.9889,     4371.8271,       98.8404,     1940.2819,     4433.4047,
27526                         , 8,  5,    3.9679,   1796.2748,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1551.9398,     4114.4986,      101.2383,     1774.9596,     4293.0954,       98.8404,     1873.1604,     4375.8986,
27526                         , 8,  6,    4.3006,   1764.8915,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1497.3442,     4073.3022,      101.2383,     1743.3540,     4267.2016,       98.8404,     1850.8002,     4357.0095,
27526                         , 8,  7,    4.3818,   1751.8630,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1483.8060,     4063.2299,      101.2383,     1735.5809,     4260.8768,       98.8404,     1845.3167,     4352.3975,
27526                         , 8,  8,    4.9833,   1694.5205,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1380.8125,     3988.4753,      101.2383,     1677.2998,     4214.0090,       98.8404,     1804.4143,     4318.2447,
27526                         , 8,  9,    5.0636,   1687.4075,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1366.6584,     3978.4703,      101.2383,     1669.4181,     4207.7462,       98.8404,     1798.9108,     4313.6841,
27526                         , 8, 10,    5.8370,   1608.6813,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1224.0426,     3881.6870,      101.2383,     1592.1615,     4147.2900,       98.8404,     1745.3033,     4269.6971,
27526                         , 8, 11,    5.9810,   1595.0040,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1196.0612,     3863.5799,      101.2383,     1577.4958,     4136.0059,       98.8404,     1735.2014,     4261.4941,
27526                         , 8, 12,    6.0601,   1588.1691,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1180.4553,     3853.6078,      101.2383,     1569.3883,     4129.7944,       98.8404,     1729.6279,     4256.9799,
27526                         , 8, 13,    6.3012,   1565.6965,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1131.9128,     3823.1943,      101.2383,     1544.5314,     4110.8651,       98.8404,     1712.5871,     4243.2278,
27526                         , 8, 14,    6.3785,   1557.2417,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1115.9943,     3813.4189,      101.2383,     1536.4996,     4104.7859,       98.8404,     1707.0959,     4238.8122,
27526                         , 8, 15,    6.5319,   1541.3634,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1083.8930,     3794.0009,      101.2383,     1520.4827,     4092.7173,       98.8404,     1696.1673,     4230.0483,
27526                         , 8, 16,    6.8998,   1506.9373,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,     1003.5889,     3747.2550,      101.2383,     1481.5692,     4063.7025,       98.8404,     1669.7521,     4208.9906,
27526                         , 8, 17,    6.9714,   1499.5882,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,      987.3201,     3738.1264,      101.2383,     1473.9100,     4058.0425,       98.8404,     1664.5756,     4204.8847,
27526                         , 8, 18,    7.2855,   1468.4866,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,      913.1072,     3697.9670,      101.2383,     1439.9784,     4033.1694,       98.8404,     1641.7351,     4186.8477,
27526                         , 8, 19,    7.3631,   1461.4596,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,      893.9429,     3688.0106,      101.2383,     1431.5049,     4027.0091,       98.8404,     1636.0549,     4182.3818,
27526                         , 8, 20,    7.6470,   1436.2567,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,      820.7098,     3651.4992,      101.2383,     1400.2107,     4004.4391,       98.8404,     1615.1631,     4166.0266,
27526                         , 8, 21,    7.7270,   1428.2530,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,      799.0740,     3641.1829,      101.2383,     1391.3058,     3998.0684,       98.8404,     1609.2436,     4161.4114,
27526                         , 8, 22,    7.9401,   1409.5986,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,      738.4939,     3613.6195,      101.2383,     1367.3635,     3981.0597,       98.8404,     1593.3878,     4149.0938,
27526                         , 8, 23,    8.0879,   1396.3389,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,      693.5575,     3594.4396,      101.2383,     1350.5670,     3969.2399,       98.8404,     1582.3262,     4140.5363,
27526                         , 8, 24,    8.6169,   1345.4754,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,      502.3778,     3525.3161,      101.2383,     1289.0461,     3926.7562,       98.8404,     1542.2623,     4109.7984,
27526                         , 8, 25,    8.6188,   1342.4990,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,      501.5909,     3525.0724,      101.2383,     1288.8270,     3926.6068,       98.8404,     1542.1206,     4109.6904,
27526                         , 8, 26,    8.9119,   1315.2550,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,      351.1112,     3486.4339,      101.2383,     1253.7040,     3902.9407,       98.8404,     1519.5905,     4092.5806,
27526                         , 8, 27,    9.2223,   1286.6102,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3445.2710,      101.2383,     1215.6560,     3877.7900,       98.8404,     1495.4730,     4074.4068,
27526                         , 8, 28,    9.2948,   1281.2794,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3435.6115,      101.2383,     1206.6279,     3871.8977,       98.8404,     1489.7952,     4070.1506,
27526                         , 8, 29,    9.6529,   1250.2854,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3387.6965,      101.2383,     1161.2431,     3842.7250,       98.8404,     1461.5313,     4049.0869,
27526                         , 8, 30,    9.7258,   1240.2406,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3377.8969,      101.2383,     1151.8285,     3836.7688,       98.8404,     1455.7280,     4044.7881,
27526                         , 8, 31,    9.7996,   1234.7984,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3367.9686,      101.2383,     1142.2441,     3830.7388,       98.8404,     1449.8414,     4040.4366,
27526                         , 8, 32,   10.0698,   1209.3489,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3331.4613,      101.2383,     1106.5783,     3808.6029,       98.8404,     1428.1274,     4024.4675,
27526                         , 8, 33,   10.2481,   1194.0590,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3307.2478,      101.2383,     1082.5351,     3793.9516,       98.8404,     1413.6629,     4013.9026,
27526                         , 8, 34,   10.3931,   1181.8134,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3287.5060,      101.2383,     1062.6743,     3782.0213,       98.8404,     1401.8300,     4005.3036,
27526                         , 8, 35,   10.7608,   1137.4208,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3237.1414,      101.2383,     1010.8361,     3751.6544,       98.8404,     1371.4646,     3983.4356,
27526                         , 8, 36,   10.8615,   1125.6652,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3223.2956,      101.2383,      996.2578,     3743.3226,       98.8404,     1363.0637,     3977.4405,
27526                         , 8, 37,   10.9347,   1121.4961,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3213.2059,      101.2383,      985.5319,     3737.2553,       98.8404,     1356.9278,     3973.0766,
27526                         , 8, 38,   11.0855,   1104.4450,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3192.3650,      101.2383,      963.1077,     3724.7359,       98.8404,     1344.2136,     3964.0755,
27526                         , 8, 39,   11.2610,   1088.9647,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3168.0438,      101.2383,      936.4583,     3710.1484,       98.8404,     1329.3030,     3953.5933,
27526                         , 8, 40,   11.4764,   1068.3236,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3138.0781,      101.2383,      902.8235,     3692.2085,       98.8404,     1310.8231,     3940.7107,
27526                         , 8, 41,   11.8152,   1036.2131,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3090.6984,      101.2383,      847.6565,     3663.9248,       98.8404,     1281.3465,     3920.4215,
27526                         , 8, 42,   11.9807,   1021.3899,  0.011307,  0.133829,  0.256351,   50.4446,   79.1125,  107.7803,   68.891637,       99.3013,       89.9506,     3067.4319,      101.2383,      819.5570,     3650.0732,       98.8404,     1266.7505,     3910.4943,
