object,zone,it,tobs,apobs,e1,e2,e3,bn1,bn2,bn3,rms_baseline,s11,s21,s31,s12,s22,s32,s13,s23,s33
35497                         , 7, 10,    9.9576,  10182.0133,  0.404739,  0.465709,  0.526679,   35.1710,   84.1776,  133.1843,  250.315083,     2543.0850,     4916.0111,     7461.0621,     6425.8030,     8720.9452,    11537.2539,     7357.3121,     9712.4558,    12635.4860,
35497                         , 7, 11,   11.7945,   9930.3349,  0.404739,  0.465709,  0.526679,   35.1710,   84.1776,  133.1843,  250.315083,      188.4598,     3548.3205,     6103.1773,     5944.7981,     8214.0450,    10977.7998,     7059.2516,     9392.3912,    12278.7369,
35497                         , 7, 12,   13.0491,   9769.4121,  0.404739,  0.465709,  0.526679,   35.1710,   84.1776,  133.1843,  250.315083,       89.9866,     2472.1698,     5127.6555,     5606.4629,     7857.3111,    10578.2452,     6850.0555,     9166.4357,    12022.2927,
35497                         , 7, 13,   14.0158,   9642.5020,  0.404739,  0.465709,  0.526679,   35.1710,   84.1776,  133.1843,  250.315083,       89.9866,     1944.4288,     4516.3462,     5337.0461,     7570.8775,    10252.9476,     6683.7466,     8984.2843,    11811.0258,
35497                         , 7, 14,   15.9240,   9377.8080,  0.404739,  0.465709,  0.526679,   35.1710,   84.1776,  133.1843,  250.315083,       89.9866,     1944.4288,     4516.3462,     4775.9364,     6970.8744,     9553.1352,     6338.6100,     8597.9652,    11347.0283,
35497                         , 7, 15,   17.1324,   9196.8556,  0.404739,  0.465709,  0.526679,   35.1710,   84.1776,  133.1843,  250.315083,       89.9866,     1944.4288,     4516.3462,     4695.5509,     6835.6675,     9357.4862,     6115.0730,     8337.3902,    11024.0557,
35497                         , 7, 16,   18.7201,   8944.6129,  0.404739,  0.465709,  0.526679,   35.1710,   84.1776,  133.1843,  250.315083,       89.9866,     1944.4288,     4516.3462,     4695.5509,     6835.6675,     9357.4862,     6115.0730,     8319.0679,    10980.3678,
35497                         , 8,  1,    0.0000,   4522.1114,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,      732.2665,     4515.7717,    11219.9435,      732.2665,     4515.7717,    11219.9435,      732.2665,     4515.7717,    11219.9435,
35497                         , 8,  2,    0.8322,   4366.4971,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      217.9380,       88.8283,     1831.8501,     8641.8689,       97.4731,     3089.0895,     9742.4683,
35497                         , 8,  3,    1.8345,   4181.1820,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,     5565.6034,       97.4731,      593.5039,     8013.3060,
35497                         , 8,  4,    3.7910,   3815.5667,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,     4523.7090,
35497                         , 8,  5,    3.9657,   3779.1798,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,     4183.4708,
35497                         , 8,  6,    4.6594,   3648.3648,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,     2710.1319,
35497                         , 8,  7,    4.9174,   3596.0324,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,     2064.7536,
35497                         , 8,  8,    4.9566,   3591.3056,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,     1957.2439,
35497                         , 8,  9,    5.2596,   3534.4291,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,      955.4620,
35497                         , 8, 10,    5.6000,   3470.4173,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 11,    5.9382,   3401.4504,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 12,    6.0225,   3383.9671,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 13,    6.2744,   3335.6495,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 14,    6.6085,   3266.0328,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 15,    6.7096,   3245.5230,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 16,    6.8491,   3214.5729,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 17,    6.9404,   3191.7297,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 18,    7.1879,   3139.8368,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 19,    7.3522,   3104.3453,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 20,    7.8084,   2994.9792,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 21,    7.8415,   2987.6956,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 22,    7.9226,   2970.0783,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 23,    8.2455,   2903.6240,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 24,    8.5664,   2830.0130,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 25,    9.0244,   2725.9063,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 26,    9.3608,   2652.9816,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 27,    9.4080,   2643.0860,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 28,    9.6049,   2593.2811,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 29,    9.6720,   2571.1105,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 30,   10.0599,   2470.9706,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 31,   10.4172,   2361.7688,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 32,   10.5256,   2332.2836,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 33,   10.8592,   2234.8611,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 34,   10.8984,   2221.6221,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 35,   10.9736,   2200.2647,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 36,   11.1984,   2136.3362,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 37,   11.5699,   2027.1197,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 38,   11.7123,   1982.4840,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 39,   11.8403,   1933.1554,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 40,   11.8639,   1927.0745,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 41,   12.1550,   1831.9175,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 42,   12.7535,   1601.3807,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 43,   13.3569,   1366.5189,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 44,   13.9090,   1059.4590,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 45,   14.0339,    998.6463,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 46,   14.0517,    993.1863,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
35497                         , 8, 47,   14.4070,    727.4185,  0.046725,  0.254372,  0.462018,   21.8782,   89.7829,  157.6877, 2443.547723,       87.7326,      106.8348,      114.1396,       88.8283,       80.6855,       80.5676,       97.4731,       80.2857,       99.4258,
37151                         , 1,  1,    0.0000,  16731.8915,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16563.3608,    16665.3563,    16768.0597,    16563.3608,    16665.3563,    16768.0597,    16563.3608,    16665.3563,    16768.0597,
37151                         , 1,  2,    0.1645,  16730.6262,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16560.8718,    16662.8626,    16765.5613,    16562.8780,    16664.8726,    16767.5751,    16563.0944,    16665.0894,    16767.7923,
37151                         , 1,  3,    0.8221,  16725.2329,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16550.8703,    16652.8419,    16755.5213,    16560.8933,    16662.8837,    16765.5819,    16561.9743,    16663.9667,    16766.6670,
37151                         , 1,  4,    1.0422,  16723.4074,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16547.5085,    16649.4736,    16752.1465,    16560.2098,    16662.1988,    16764.8957,    16561.5797,    16663.5713,    16766.2707,
37151                         , 1,  5,    1.5003,  16719.7663,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16540.5014,    16642.4529,    16745.1119,    16558.7622,    16660.7478,    16763.4412,    16560.7318,    16662.7211,    16765.4181,
37151                         , 1,  6,    2.0790,  16714.9950,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16531.6562,    16633.5905,    16736.2324,    16556.8991,    16658.8801,    16761.5688,    16559.6219,    16661.6079,    16764.3016,
37151                         , 1,  7,    2.7670,  16709.5615,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16521.1955,    16623.1102,    16725.7323,    16554.6592,    16656.6344,    16759.3174,    16558.2688,    16660.2506,    16762.9401,
37151                         , 1,  8,    3.1201,  16706.4859,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16515.8614,    16617.7661,    16720.3782,    16553.5095,    16655.4817,    16758.1617,    16557.5705,    16659.5501,    16762.2374,
37151                         , 1,  9,    3.4733,  16703.7809,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16510.5574,    16612.4534,    16715.0567,    16552.3655,    16654.3351,    16757.0124,    16556.8754,    16658.8529,    16761.5382,
37151                         , 1, 10,    3.9991,  16699.5779,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16502.7293,    16604.6118,    16707.2013,    16550.6832,    16652.6486,    16755.3217,    16555.8562,    16657.8306,    16760.5126,
37151                         , 1, 11,    4.7673,  16693.5464,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16491.4464,    16593.3109,    16695.8836,    16548.2901,    16650.2501,    16752.9184,    16554.4223,    16656.3926,    16759.0712,
37151                         , 1, 12,    4.9890,  16691.8002,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16488.2263,    16590.0863,    16692.6535,    16547.6180,    16649.5766,    16752.2432,    16554.0250,    16655.9943,    16758.6716,
37151                         , 1, 13,    5.1514,  16690.6273,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16485.8759,    16587.7337,    16690.2987,    16547.1305,    16649.0891,    16751.7551,    16553.7386,    16655.7080,    16758.3850,
37151                         , 1, 14,    6.1002,  16683.1436,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16472.3096,    16574.1496,    16676.6964,    16544.3901,    16646.3439,    16749.0051,    16552.1664,    16654.1324,    16756.8060,
37151                         , 1, 15,    6.7658,  16677.6936,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16462.9214,    16564.7508,    16667.2870,    16542.5717,    16644.5237,    16747.1832,    16551.1648,    16653.1300,    16755.8028,
37151                         , 1, 16,    7.0636,  16675.7817,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16458.7452,    16560.5693,    16663.1005,    16541.7844,    16643.7351,    16746.3938,    16550.7432,    16652.7075,    16755.3800,
37151                         , 1, 17,    7.2337,  16674.3950,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16456.3655,    16558.1871,    16660.7162,    16541.3412,    16643.2919,    16745.9507,    16550.5089,    16652.4737,    16755.1465,
37151                         , 1, 18,    7.8231,  16671.5658,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16448.1313,    16549.9443,    16652.4643,    16539.8387,    16641.7890,    16744.4468,    16549.7331,    16651.6982,    16754.3708,
37151                         , 1, 19,    8.1016,  16667.8820,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16444.2429,    16546.0517,    16648.5676,    16539.1442,    16641.0937,    16743.7511,    16549.3833,    16651.3479,    16754.0207,
37151                         , 1, 20,    8.7036,  16663.2464,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16435.8231,    16537.6228,    16640.1293,    16537.6653,    16639.6146,    16742.2719,    16548.6537,    16650.6191,    16753.2927,
37151                         , 1, 21,    8.9713,  16661.2905,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16432.0657,    16533.8607,    16636.3631,    16537.0142,    16638.9636,    16741.6205,    16548.3381,    16650.3040,    16752.9776,
37151                         , 1, 22,    9.7455,  16654.8827,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16421.1269,    16522.9090,    16625.3981,    16535.1351,    16637.0844,    16739.7411,    16547.4372,    16649.4045,    16752.0794,
37151                         , 1, 23,   10.0042,  16652.6430,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16417.4414,    16519.2179,    16621.7022,    16534.5036,    16636.4526,    16739.1095,    16547.1356,    16649.1032,    16751.7787,
37151                         , 1, 24,   10.7851,  16646.0036,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16406.2050,    16507.9663,    16610.4350,    16532.5680,    16634.5167,    16737.1723,    16546.2047,    16648.1736,    16750.8496,
37151                         , 1, 25,   11.0061,  16644.3357,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16402.9896,    16504.7457,    16607.2099,    16532.0084,    16633.9567,    16736.6122,    16545.9321,    16647.9011,    16750.5774,
37151                         , 1, 26,   12.0372,  16636.0730,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16387.7668,    16489.4975,    16591.9363,    16529.3039,    16631.2499,    16733.9028,    16544.5805,    16646.5497,    16749.2258,
37151                         , 1, 27,   12.7049,  16630.7793,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16377.7253,    16479.4365,    16581.8557,    16527.4583,    16629.4011,    16732.0524,    16543.6208,    16645.5887,    16748.2650,
37151                         , 1, 28,   13.0748,  16627.7652,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16372.1079,    16473.8090,    16576.2178,    16526.4019,    16628.3435,    16730.9920,    16543.0577,    16645.0252,    16747.6996,
37151                         , 1, 29,   13.7459,  16622.2636,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16361.8367,    16463.5165,    16565.9037,    16524.4252,    16626.3623,    16729.0079,    16541.9778,    16643.9428,    16746.6162,
37151                         , 1, 30,   14.1104,  16619.3736,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16356.2227,    16457.8916,    16560.2676,    16523.3205,    16625.2557,    16727.8979,    16541.3608,    16643.3249,    16745.9958,
37151                         , 1, 31,   14.3677,  16617.4702,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16352.2506,    16453.9110,    16556.2783,    16522.5291,    16624.4620,    16727.1032,    16540.9133,    16642.8757,    16745.5465,
37151                         , 1, 32,   14.7113,  16614.6013,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16346.9369,    16448.5867,    16550.9429,    16521.4580,    16623.3889,    16726.0264,    16540.3011,    16642.2625,    16744.9304,
37151                         , 1, 33,   15.0928,  16611.7640,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16341.0285,    16442.6660,    16545.0096,    16520.2518,    16622.1793,    16724.8140,    16539.6034,    16641.5623,    16744.2286,
37151                         , 1, 34,   15.7510,  16606.5132,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16330.8422,    16432.4587,    16534.7807,    16518.1383,    16620.0606,    16722.6898,    16538.3630,    16640.3185,    16742.9809,
37151                         , 1, 35,   15.9713,  16604.9247,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16327.4373,    16429.0471,    16531.3621,    16517.4238,    16619.3440,    16721.9715,    16537.9394,    16639.8934,    16742.5546,
37151                         , 1, 36,   16.7869,  16598.4499,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16314.8902,    16416.4752,    16518.7646,    16514.7643,    16616.6773,    16719.2979,    16536.3490,    16638.2978,    16740.9540,
37151                         , 1, 37,   17.0860,  16596.2440,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16310.3194,    16411.8942,    16514.1765,    16513.7880,    16615.6986,    16718.3164,    16535.7615,    16637.7083,    16740.3627,
37151                         , 1, 38,   17.3524,  16594.0083,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16306.2624,    16407.8302,    16510.1038,    16512.9200,    16614.8282,    16717.4440,    16535.2382,    16637.1834,    16739.8361,
37151                         , 1, 39,   17.7361,  16591.0100,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16300.4498,    16402.0064,    16504.2701,    16511.6751,    16613.5804,    16716.1927,    16534.4872,    16636.4302,    16739.0804,
37151                         , 1, 40,   18.0360,  16588.7740,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16295.9307,    16397.4810,    16499.7353,    16510.7087,    16612.6110,    16715.2213,    16533.9047,    16635.8454,    16738.4942,
37151                         , 1, 41,   18.2076,  16587.5309,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16293.3562,    16394.9017,    16497.1510,    16510.1586,    16612.0596,    16714.6686,    16533.5736,    16635.5134,    16738.1611,
37151                         , 1, 42,   18.7099,  16583.7831,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16285.8628,    16387.3943,    16489.6329,    16508.5643,    16610.4620,    16713.0666,    16532.6171,    16634.5544,    16737.1989,
37151                         , 1, 43,   19.0706,  16581.2606,  0.555656,  0.557187,  0.558719,   17.2558,   88.6279,  160.0000,    1.334770,    16280.5223,    16382.0466,    16484.2753,    16507.4373,    16609.3319,    16711.9348,    16531.9454,    16633.8802,    16736.5237,
37151                         , 2,  1,    0.0000,  14913.0436,  0.523476,  0.529641,  0.535807,   17.2558,   88.6279,  160.0000,    1.823354,    14505.8783,    14865.2523,    15234.1729,    14505.8783,    14865.2523,    15234.1729,    14505.8783,    14865.2523,    15234.1729,
37151                         , 2,  2,    0.2016,  14909.0208,  0.523476,  0.529641,  0.535807,   17.2558,   88.6279,  160.0000,    1.823354,    14499.0165,    14858.3407,    15227.2101,    14504.4927,    14863.8551,    15232.7637,    14505.0835,    14864.4500,    15233.3628,
37151                         , 2,  3,    0.5412,  14902.1662,  0.523476,  0.529641,  0.535807,   17.2558,   88.6279,  160.0000,    1.823354,    14487.4981,    14846.7415,    15215.5279,    14502.1559,    14861.4987,    15230.3871,    14503.7373,    14863.0908,    15231.9903,
37151                         , 2,  4,    0.9409,  14894.3255,  0.523476,  0.529641,  0.535807,   17.2558,   88.6279,  160.0000,    1.823354,    14474.0214,    14833.1711,    15201.8636,    14499.4068,    14858.7266,    15227.5916,    14502.1457,    14861.4839,    15230.3675,
37151                         , 2,  5,    1.1401,  14890.1402,  0.523476,  0.529641,  0.535807,   17.2558,   88.6279,  160.0000,    1.823354,    14467.3415,    14826.4469,    15195.0933,    14498.0395,    14857.3481,    15226.2014,    14501.3517,    14860.6822,    15229.5579,
37151                         , 2,  6,    1.3462,  14886.3769,  0.523476,  0.529641,  0.535807,   17.2558,   88.6279,  160.0000,    1.823354,    14460.4591,    14819.5204,    15188.1198,    14496.6285,    14855.9256,    15224.7670,    14500.5311,    14859.8537,    15228.7212,
37151                         , 2,  7,    1.6844,  14879.7086,  0.523476,  0.529641,  0.535807,   17.2558,   88.6279,  160.0000,    1.823354,    14449.2288,    14808.2210,    15176.7531,    14494.3231,    14853.6021,    15222.4255,    14499.1889,    14858.4989,    15227.3538,
37151                         , 2,  8,    2.0860,  14871.6015,  0.523476,  0.529641,  0.535807,   17.2558,   88.6279,  160.0000,    1.823354,    14436.0120,    14794.9264,    15163.3793,    14491.6091,    14850.8674,    15219.6698,    14497.6084,    14856.9039,    15225.7440,
37151                         , 2,  9,    2.8223,  14856.6391,  0.523476,  0.529641,  0.535807,   17.2558,   88.6279,  160.0000,    1.823354,    14412.1099,    14770.8993,    15139.2282,    14486.7174,    14845.9422,    15214.7112,    14494.7685,    14854.0403,    15222.8569,
37151                         , 2, 10,    3.0249,  14852.5424,  0.523476,  0.529641,  0.535807,   17.2558,   88.6279,  160.0000,    1.823354,    14405.6102,    14764.3689,    15132.6645,    14485.3947,    14844.6111,    15213.3715,    14494.0045,    14853.2705,    15222.0811,
37151                         , 2, 11,    3.5611,  14841.8581,  0.523476,  0.529641,  0.535807,   17.2558,   88.6279,  160.0000,    1.823354,    14388.5390,    14747.2210,    15115.4401,    14481.9431,    14841.1401,    15209.8806,    14492.0231,    14851.2758,    15220.0727,
37151                         , 2, 12,    3.7610,  14838.0858,  0.523476,  0.529641,  0.535807,   17.2558,   88.6279,  160.0000,    1.823354,    14382.2227,    14740.8778,    15109.0705,    14480.6761,    14839.8662,    15208.6004,    14491.3012,    14850.5492,    15219.3420,
