object,zone,nzone,e_span,bn_span,rms_baseline,pop,gen,nevals,nconverged,mean_rms,min_rms,max_rms,mean_bn,std_bn
35497                         , 6, 35,  0.033410,   65.3423,  312.604905,  8, 125,   1008,  1,  454.688801,  324.523126,  585.143078,  106.3318,    8.8979
35497                         , 6, 35,  0.033410,   65.3423,  312.604905,  8, 200,   1608,  1,  454.688801,  324.523126,  585.143078,  106.3318,    8.8979
35497                         , 6, 35,  0.033410,   65.3423,  312.604905,  8, 500,   4008,  1,  454.688546,  324.523126,  585.140528,  106.3318,    8.8979
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 10,  10,    110,  1,  440.042452,  324.523126,  585.223295,  108.1921,    7.9355
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 10,  20,    210,  1,  440.042452,  324.523126,  585.223295,  108.1921,    7.9355
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 10,  40,    410,  1,  440.042452,  324.523126,  585.223295,  108.1921,    7.9355
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 10,  75,    760,  1,  440.033006,  324.523126,  585.128837,  108.1921,    7.9355
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 10, 125,   1260,  1,  440.028667,  324.523126,  585.085451,  108.1921,    7.9355
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 10, 200,   2010,  1,  440.028667,  324.523126,  585.085451,  108.1921,    7.9355
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 10, 500,   5010,  1,  440.028667,  324.523126,  585.085451,  108.1921,    7.9355
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 14,  10,    154,  1,  380.868944,  324.523126,  422.823894,  108.6109,    4.6733
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 14,  20,    294,  1,  384.651052,  324.523126,  442.911973,  108.1146,    4.7613
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 14,  40,    574,  1,  379.403371,  324.523126,  417.149564,  108.4935,    4.3318
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 14,  75,   1064,  1,  375.009493,  324.523126,  401.838752,  108.4935,    4.3318
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 14, 125,   1764,  1,  375.836928,  324.523126,  409.475921,  108.4935,    4.3318
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 14, 200,   2814,  1,  375.301499,  324.523126,  403.539963,  108.4617,    4.3581
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 14, 500,   7014,  1,  373.801045,  324.523126,  390.129034,  108.4935,    4.3318
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 20,  10,    220,  3,  365.403083,  312.861665,  479.217313,  112.9313,    3.1736
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 20,  20,    420,  4,  347.606621,  312.861665,  387.929271,  113.3898,    3.4030
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 20,  40,    820,  5,  335.435823,  307.947328,  369.286154,  114.1368,    2.6473
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 20,  75,   1520,  8,  318.113456,  304.482890,  348.377243,  115.1777,    1.8400
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 20, 125,   2520,  9,  313.837783,  304.482890,  334.818109,  116.0597,    0.3026
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 20, 200,   4020, 10,  309.622976,  303.375211,  319.968899,  116.1835,    0.3690
35497                         , 6, 35,  0.033410,   65.3423,  312.604905, 20, 500,  10020, 10,  306.956421,  302.896913,  313.499375,  116.4844,    0.3722
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  4,  10,     44,  0,  347.996915,  333.637929,  349.592365,  130.3762,    1.2455
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  4,  20,     84,  0,  347.996915,  333.637929,  349.592365,  130.3762,    1.2455
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  4,  40,    164,  0,  347.996914,  333.637929,  349.592362,  130.3762,    1.2455
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  4,  75,    304,  0,  347.996913,  333.637929,  349.592362,  130.3762,    1.2455
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  4, 125,    504,  0,  347.996913,  333.637929,  349.592360,  130.3762,    1.2455
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  4, 200,    804,  0,  347.996913,  333.637929,  349.592358,  130.3762,    1.2455
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  4, 500,   2004,  0,  347.996912,  333.637929,  349.592356,  130.3762,    1.2455
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  6,  10,     66,  1,  328.153363,  257.022287,  336.359288,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  6,  20,    126,  1,  328.153317,  257.022287,  336.359282,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  6,  40,    246,  1,  328.153251,  257.022287,  336.359175,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  6,  75,    456,  1,  328.153248,  257.022287,  336.359175,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  6, 125,    756,  1,  328.153248,  257.022287,  336.359175,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  6, 200,   1206,  1,  328.153233,  257.022287,  336.359154,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  6, 500,   3006,  1,  328.153192,  257.022287,  336.359051,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  8,  10,     88,  1,  328.147292,  257.022287,  336.359861,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  8,  20,    168,  1,  328.144239,  257.022287,  336.348910,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  8,  40,    328,  1,  328.143831,  257.022287,  336.348873,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  8,  75,    608,  1,  328.143289,  257.022287,  336.348751,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  8, 125,   1008,  1,  328.142568,  257.022287,  336.346157,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  8, 200,   1608,  1,  328.142380,  257.022287,  336.346157,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083,  8, 500,   4008,  1,  328.142137,  257.022287,  336.345189,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 10,  10,    110,  1,  327.797780,  257.022287,  336.085261,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 10,  20,    210,  1,  327.768333,  257.022287,  336.085261,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 10,  40,    410,  1,  327.713770,  257.022287,  336.085261,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 10,  75,    760,  1,  327.713770,  257.022287,  336.085261,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 10, 125,   1260,  1,  327.684828,  257.022287,  335.827231,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 10, 200,   2010,  1,  327.670320,  257.022287,  335.776806,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 10, 500,   5010,  1,  327.661489,  257.022287,  335.754099,  131.1656,    1.5379
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 14,  10,    154,  1,  269.069290,  257.022287,  290.134279,  131.4348,    0.5011
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 14,  20,    294,  1,  271.102004,  257.022287,  283.785785,  131.5210,    0.4383
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 14,  40,    574,  1,  272.161036,  257.022287,  287.530116,  131.5808,    0.3981
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 14,  75,   1064,  1,  265.019869,  257.022287,  266.996656,  131.6574,    0.3006
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 14, 125,   1764,  1,  264.940317,  257.022287,  266.804976,  131.6574,    0.3006
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 14, 200,   2814,  1,  265.007764,  257.022287,  266.712744,  131.6574,    0.3006
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 14, 500,   7014,  1,  264.520740,  257.022287,  266.712376,  131.6574,    0.3006
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 20,  10,    220,  2,  349.364573,  252.179343,  526.706302,  124.7838,    7.6444
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 20,  20,    420,  4,  326.159334,  251.596740,  526.706302,  127.0874,    7.3704
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 20,  40,    820,  4,  304.611983,  247.337938,  424.462433,  130.6522,    3.0176
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 20,  75,   1520,  6,  284.739569,  247.077877,  381.775521,  130.9625,    2.9745
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 20, 125,   2520,  7,  277.177381,  247.077877,  380.114874,  130.9662,    2.9752
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 20, 200,   4020,  7,  260.060173,  247.077877,  301.732350,  132.2723,    1.3975
35497                         , 7, 16,  0.121940,   98.0134,  250.315083, 20, 500,  10020, 10,  248.731029,  246.697599,  256.068733,  133.0307,    0.2066
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  4,  10,     44,  2, 2624.427173, 2545.749120, 2679.919054,   89.2137,   32.9764
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  4,  20,     84,  2, 2624.427173, 2545.749120, 2679.919054,   89.2137,   32.9764
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  4,  40,    164,  2, 2624.427173, 2545.749120, 2679.919054,   89.2137,   32.9764
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  4,  75,    304,  2, 2624.427173, 2545.749120, 2679.919054,   89.2137,   32.9764
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  4, 125,    504,  2, 2624.427173, 2545.749120, 2679.919054,   89.2137,   32.9764
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  4, 200,    804,  2, 2624.427173, 2545.749120, 2679.919054,   89.2137,   32.9764
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  4, 500,   2004,  2, 2624.427173, 2545.749120, 2679.919054,   89.2137,   32.9764
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  6,  10,     66,  6, 2566.134681, 2446.145716, 2679.919054,  112.0614,   38.8546
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  6,  20,    126,  6, 2566.134681, 2446.145716, 2679.919054,  112.0614,   38.8546
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  6,  40,    246,  6, 2566.134681, 2446.145716, 2679.919054,  112.0614,   38.8546
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  6,  75,    456,  6, 2566.134681, 2446.145716, 2679.919054,  112.0614,   38.8546
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  6, 125,    756,  6, 2566.134681, 2446.145716, 2679.919054,  112.0614,   38.8546
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  6, 200,   1206,  6, 2566.134681, 2446.145716, 2679.919054,  112.0614,   38.8546
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  6, 500,   3006,  6, 2566.134681, 2446.145716, 2679.919054,  112.0614,   38.8546
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  8,  10,     88,  7, 2541.835547, 2446.145716, 2638.632609,  123.3118,   35.7335
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  8,  20,    168,  7, 2541.835547, 2446.145716, 2638.632609,  123.3118,   35.7335
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  8,  40,    328,  7, 2541.835547, 2446.145716, 2638.632609,  123.3118,   35.7335
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  8,  75,    608,  7, 2541.835547, 2446.145716, 2638.632609,  123.3118,   35.7335
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  8, 125,   1008,  7, 2541.835547, 2446.145716, 2638.632609,  123.3118,   35.7335
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  8, 200,   1608,  7, 2541.835547, 2446.145716, 2638.632609,  123.3118,   35.7335
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723,  8, 500,   4008,  7, 2541.835547, 2446.145716, 2638.632609,  123.3118,   35.7335
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 10,  10,    110,  8, 2528.762710, 2446.145716, 2626.289532,  131.8852,   29.1385
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 10,  20,    210,  8, 2528.762710, 2446.145716, 2626.289532,  131.8852,   29.1385
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 10,  40,    410,  8, 2528.762710, 2446.145716, 2626.289532,  131.8852,   29.1385
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 10,  75,    760,  8, 2528.762710, 2446.145716, 2626.289532,  131.8852,   29.1385
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 10, 125,   1260,  8, 2528.762710, 2446.145716, 2626.289532,  131.8852,   29.1385
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 10, 200,   2010,  8, 2528.762710, 2446.145716, 2626.289532,  131.8852,   29.1385
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 10, 500,   5010,  8, 2528.762710, 2446.145716, 2626.289532,  131.8852,   29.1385
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 14,  10,    154, 10, 2501.796042, 2446.145716, 2545.749120,  142.9317,   12.0713
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 14,  20,    294, 10, 2501.795997, 2446.145716, 2545.749120,  142.9317,   12.0713
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 14,  40,    574, 10, 2501.187654, 2446.145716, 2545.749120,  143.0969,   11.8281
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 14,  75,   1064, 10, 2501.187654, 2446.145716, 2545.749120,  143.0969,   11.8281
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 14, 125,   1764, 10, 2501.796042, 2446.145716, 2545.749120,  142.9317,   12.0713
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 14, 200,   2814, 10, 2499.784630, 2446.145716, 2545.749120,  139.9702,   11.9247
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 14, 500,   7014, 10, 2493.098151, 2446.145716, 2516.818070,  137.8977,   12.0192
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 20,  10,    220,  9, 2494.920797, 2446.145716, 2594.938842,  147.7449,    7.7020
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 20,  20,    420,  9, 2494.838981, 2446.145716, 2594.120677,  147.7449,    7.7020
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 20,  40,    820,  9, 2491.842255, 2441.864527, 2594.120677,  149.1864,    7.8942
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 20,  75,   1520,  9, 2490.169049, 2441.864527, 2594.120677,  149.9957,    8.0932
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 20, 125,   2520,  9, 2481.097715, 2441.864527, 2594.120677,  150.1341,    8.0803
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 20, 200,   4020,  9, 2480.477325, 2441.864527, 2594.120677,  150.4559,    8.0414
35497                         , 8, 47,  0.415293,  135.8095, 2443.547723, 20, 500,  10020, 10, 2467.815615, 2440.794224, 2508.478459,  148.9462,    9.2869
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  4,  10,     44,  0,   30.183230,    2.919399,   61.375606,   76.8701,   23.1148
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  4,  20,     84,  0,   30.183230,    2.919399,   61.375606,   76.8701,   23.1148
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  4,  40,    164,  0,   30.183230,    2.919399,   61.375606,   76.8701,   23.1148
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  4,  75,    304,  0,   30.183230,    2.919399,   61.375606,   76.8701,   23.1148
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  4, 125,    504,  0,   30.183230,    2.919399,   61.375606,   76.8701,   23.1148
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  4, 200,    804,  0,   30.183230,    2.919399,   61.375606,   76.8701,   23.1148
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  4, 500,   2004,  0,   30.183230,    2.919399,   61.375606,   76.8701,   23.1148
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  6,  10,     66,  0,   26.423082,    2.919399,   59.099991,   79.5901,   37.6453
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  6,  20,    126,  0,   26.423082,    2.919399,   59.099991,   79.5901,   37.6453
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  6,  40,    246,  0,   26.423082,    2.919399,   59.099991,   79.5901,   37.6453
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  6,  75,    456,  0,   26.423082,    2.919399,   59.099991,   79.5901,   37.6453
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  6, 125,    756,  0,   26.423082,    2.919399,   59.099991,   79.5901,   37.6453
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  6, 200,   1206,  0,   26.423082,    2.919399,   59.099991,   79.5901,   37.6453
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  6, 500,   3006,  0,   26.423082,    2.919399,   59.099991,   79.5901,   37.6453
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  8,  10,     88,  0,   24.506736,    2.919399,   45.503940,   85.3332,   35.9898
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  8,  20,    168,  0,   24.506736,    2.919399,   45.503940,   85.3332,   35.9898
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  8,  40,    328,  0,   24.506736,    2.919399,   45.503940,   85.3332,   35.9898
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  8,  75,    608,  0,   24.506736,    2.919399,   45.503940,   85.3332,   35.9898
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  8, 125,   1008,  0,   24.506736,    2.919399,   45.503940,   85.3332,   35.9898
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  8, 200,   1608,  0,   24.506736,    2.919399,   45.503940,   85.3332,   35.9898
37151                         , 1, 43,  0.003063,  142.7442,    1.334770,  8, 500,   4008,  0,   24.506736,    2.919399,   45.503940,   85.3332,   35.9898
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 10,  10,    110,  0,   23.053037,    2.919399,   45.503940,   77.8365,   34.8451
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 10,  20,    210,  0,   23.053037,    2.919399,   45.503940,   77.8365,   34.8451
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 10,  40,    410,  0,   23.053037,    2.919399,   45.503940,   77.8365,   34.8451
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 10,  75,    760,  0,   23.053037,    2.919399,   45.503940,   77.8365,   34.8451
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 10, 125,   1260,  0,   23.053037,    2.919399,   45.503940,   77.8365,   34.8451
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 10, 200,   2010,  0,   23.053037,    2.919399,   45.503940,   77.8365,   34.8451
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 10, 500,   5010,  0,   23.053037,    2.919399,   45.503940,   77.8365,   34.8451
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 14,  10,    154,  0,   12.603854,    2.919399,   21.195510,   66.6805,    6.2791
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 14,  20,    294,  0,   12.327948,    2.919399,   19.156887,   67.2421,    6.7445
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 14,  40,    574,  0,   11.756381,    2.919399,   21.195510,   68.6846,    2.5981
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 14,  75,   1064,  0,   10.614884,    2.919399,   13.048942,   68.6846,    2.5981
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 14, 125,   1764,  0,   10.641994,    2.919399,   12.664331,   68.6846,    2.5981
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 14, 200,   2814,  0,   10.342970,    2.919399,   11.171273,   68.6846,    2.5981
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 14, 500,   7014,  0,   10.342499,    2.919399,   11.169465,   68.6846,    2.5981
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 20,  10,    220,  0,    9.858607,    2.913090,   24.750136,   59.1581,    8.5606
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 20,  20,    420,  0,    9.858607,    2.913090,   24.750136,   59.1581,    8.5606
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 20,  40,    820,  0,    7.267790,    1.849361,   19.156887,   56.3747,    4.0970
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 20,  75,   1520,  0,    5.709146,    1.481482,   13.981445,   57.1867,    4.5519
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 20, 125,   2520,  0,    4.944781,    1.481482,   11.316336,   58.3827,    3.9095
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 20, 200,   4020,  0,    3.495775,    1.481482,    6.733735,   57.7308,    3.0621
37151                         , 1, 43,  0.003063,  142.7442,    1.334770, 20, 500,  10020,  4,    2.577891,    0.948523,    5.100361,   57.8493,    2.2962
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  4,  10,     44,  0,   42.849301,   42.849300,   42.849302,   60.8686,    0.0000
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  4,  20,     84,  0,   42.849300,   42.849300,   42.849302,   60.8686,    0.0000
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  4,  40,    164,  0,   42.849300,   42.849300,   42.849301,   60.8686,    0.0000
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  4,  75,    304,  0,   42.849300,   42.849300,   42.849301,   60.8686,    0.0000
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  4, 125,    504,  0,   42.849300,   42.849300,   42.849300,   60.8686,    0.0000
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  4, 200,    804,  0,   42.849300,   42.849300,   42.849300,   60.8686,    0.0000
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  4, 500,   2004,  0,   42.849300,   42.849300,   42.849300,   60.8686,    0.0000
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  6,  10,     66,  0,   42.849264,   42.849234,   42.849292,   60.8686,    0.0000
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  6,  20,    126,  0,   42.849260,   42.849236,   42.849274,   60.8686,    0.0000
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  6,  40,    246,  0,   42.849253,   42.849233,   42.849272,   60.8686,    0.0000
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  6,  75,    456,  0,   42.849245,   42.849231,   42.849270,   60.8686,    0.0000
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  6, 125,    756,  0,   42.849240,   42.849231,   42.849252,   60.8686,    0.0000
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  6, 200,   1206,  0,   42.849236,   42.849231,   42.849252,   60.8686,    0.0000
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  6, 500,   3006,  0,   42.849232,   42.849231,   42.849234,   60.8686,    0.0000
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  8,  10,     88,  0,   41.026714,   24.660268,   42.845891,   61.1457,    0.8312
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  8,  20,    168,  0,   41.026722,   24.660268,   42.845891,   61.1457,    0.8312
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  8,  40,    328,  0,   41.026567,   24.660268,   42.845556,   61.1457,    0.8312
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  8,  75,    608,  0,   41.026556,   24.660268,   42.845398,   61.1457,    0.8312
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  8, 125,   1008,  0,   41.026506,   24.660268,   42.845115,   61.1457,    0.8312
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  8, 200,   1608,  0,   41.026491,   24.660268,   42.845115,   61.1457,    0.8312
37151                         , 2, 47,  0.012331,  142.7442,    1.823354,  8, 500,   4008,  0,   41.026439,   24.660268,   42.844954,   61.1457,    0.8312
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 10,  10,    110,  0,   41.034367,   24.660268,   42.891538,   61.1457,    0.8312
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 10,  20,    210,  0,   41.027592,   24.660268,   42.877976,   61.1457,    0.8312
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 10,  40,    410,  0,   41.017121,   24.660268,   42.876521,   61.1457,    0.8312
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 10,  75,    760,  0,   41.012048,   24.660268,   42.876521,   61.1457,    0.8312
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 10, 125,   1260,  0,   41.007692,   24.660268,   42.876521,   61.1457,    0.8312
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 10, 200,   2010,  0,   41.000867,   24.660268,   42.839595,   61.1457,    0.8312
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 10, 500,   5010,  0,   40.996049,   24.660268,   42.814359,   61.1457,    0.8312
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 14,  10,    154,  0,   18.819973,   18.429797,   20.444024,   61.4415,    0.0617
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 14,  20,    294,  0,   18.558193,   18.464158,   19.027572,   61.4275,    0.0370
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 14,  40,    574,  0,   18.508882,   18.307525,   18.962880,   61.4118,    0.0581
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 14,  75,   1064,  0,   18.462769,   18.308808,   18.592019,   61.3997,    0.0339
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 14, 125,   1764,  0,   18.403669,   18.308148,   18.600052,   61.3774,    0.0363
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 14, 200,   2814,  0,   18.379288,   18.308839,   18.474609,   61.3700,    0.0339
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 14, 500,   7014,  0,   18.276764,   17.981981,   18.315049,   61.2999,    0.1438
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 20,  10,    220,  0,   39.308805,    9.105465,   88.507382,   66.1349,   19.9213
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 20,  20,    420,  0,   28.159644,    8.954042,   58.655451,   58.6940,   10.4306
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 20,  40,    820,  0,   24.646837,    3.327124,   54.572828,   54.7102,    8.8459
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 20,  75,   1520,  0,   18.564599,    2.535938,   32.676022,   55.1469,    7.0491
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 20, 125,   2520,  1,   13.299410,    1.845396,   30.510546,   54.1885,    6.2129
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 20, 200,   4020,  2,   11.318479,    1.776425,   28.467399,   54.7409,    4.9561
37151                         , 2, 47,  0.012331,  142.7442,    1.823354, 20, 500,  10020,  3,    7.791202,    1.776425,   25.853238,   55.1573,    4.2987
