run_idx,norad,lead_days,zone,e_opt,bn_opt,reentry_jd,rpe_pct,zstat,zepoch,rms_fit
  62, 44911, 180, 1, 0.845648, 140.019,       0.0000,     0.000, 0, 2458944.9983,       16.2412
  62, 44911, 180, 2, 0.842868,  87.617,       0.0000,     0.000, 2, 2459054.0194,       15.4119
  62, 44911, 180, 3, 0.841765,  84.813,       0.0000,     0.000, 2, 2459095.5614,        7.9737
  62, 44911, 180, 4, 0.840992,  89.712,       0.0000,     0.000, 2, 2459116.3345,        8.8242
  62, 44911, 180, 5, 0.840022, 131.491,       0.0000,     0.000, 2, 2459137.1079,       13.7378
  62, 44911, 180, 6, 0.839038, 133.925,       0.0000,     0.000, 2, 2459157.8821,       25.4880
  62, 44911, 180, 7, 0.837935,  83.705,       0.0000,     0.000, 2, 2459180.7330,       21.3422
  62, 44911, 180, 8, 0.837167,  88.882,       0.0000,     0.000, 2, 2459201.5060,       12.9797
  63, 44911, 365, 1, 0.845648, 140.019,       0.0000,     0.000, 0, 2458944.9983,       16.2412
  63, 44911, 365, 2, 0.842868,  87.617,       0.0000,     0.000, 2, 2459054.0194,       15.4119
  63, 44911, 365, 3, 0.841765,  84.813,       0.0000,     0.000, 2, 2459095.5614,        7.9737
  63, 44911, 365, 4, 0.840992,  89.712,       0.0000,     0.000, 2, 2459116.3345,        8.8242
  63, 44911, 365, 5, 0.840022, 131.491,       0.0000,     0.000, 2, 2459137.1079,       13.7378
  63, 44911, 365, 6, 0.839038, 133.925,       0.0000,     0.000, 2, 2459157.8821,       25.4880
  63, 44911, 365, 7, 0.837935,  83.705,       0.0000,     0.000, 2, 2459180.7330,       21.3422
  63, 44911, 365, 8, 0.837167,  88.882,       0.0000,     0.000, 2, 2459201.5060,       12.9797
