day,apogee_alt_km,sma_km,ecc
  107.3035,   5881.5981,   9399.8620,  0.304246
  107.4085,   5881.2433,   9399.6777,  0.304234
  107.5134,   5880.8884,   9399.4932,  0.304222
  107.6184,   5880.5333,   9399.3086,  0.304210
  107.7234,   5880.1779,   9399.1240,  0.304198
  107.8283,   5879.8224,   9398.9391,  0.304185
  107.9333,   5879.4666,   9398.7542,  0.304173
  108.0382,   5879.1105,   9398.5691,  0.304161
  108.1432,   5878.7542,   9398.3840,  0.304149
  108.2481,   5878.3975,   9398.1986,  0.304136
  108.3531,   5878.0406,   9398.0132,  0.304124
  108.4580,   5877.6832,   9397.8277,  0.304112
  108.5630,   5877.3256,   9397.6420,  0.304100
  108.6679,   5876.9676,   9397.4562,  0.304087
  108.7728,   5876.6091,   9397.2703,  0.304075
  108.8777,   5876.2503,   9397.0843,  0.304063
  108.9827,   5875.8911,   9396.8982,  0.304050
  109.0876,   5875.5314,   9396.7120,  0.304038
  109.1925,   5875.1713,   9396.5256,  0.304025
  109.2974,   5874.8107,   9396.3392,  0.304013
  109.4023,   5874.4496,   9396.1526,  0.304000
  109.5073,   5874.0881,   9395.9660,  0.303988
  109.6122,   5873.7261,   9395.7792,  0.303975
  109.7171,   5873.3635,   9395.5923,  0.303962
  109.8220,   5873.0005,   9395.4054,  0.303950
  109.9269,   5872.6369,   9395.2184,  0.303937
  110.0318,   5872.2728,   9395.0312,  0.303924
  110.1367,   5871.9081,   9394.8440,  0.303911
  110.2415,   5871.5429,   9394.6567,  0.303899
  110.3464,   5871.1771,   9394.4694,  0.303886
  110.4513,   5870.8108,   9394.2819,  0.303873
  110.5562,   5870.4439,   9394.0944,  0.303860
  110.6611,   5870.0763,   9393.9068,  0.303847
  110.7659,   5869.7083,   9393.7191,  0.303833
  110.8708,   5869.3396,   9393.5313,  0.303820
  110.9757,   5868.9703,   9393.3435,  0.303807
  111.0805,   5868.6005,   9393.1557,  0.303794
  111.1854,   5868.2301,   9392.9678,  0.303780
  111.2903,   5867.8591,   9392.7798,  0.303767
  111.3951,   5867.4875,   9392.5918,  0.303753
  111.5000,   5867.1154,   9392.4038,  0.303740
  111.6048,   5866.7428,   9392.2158,  0.303726
  111.7097,   5866.3695,   9392.0277,  0.303713
  111.8145,   5865.9958,   9391.8396,  0.303699
  111.9193,   5865.6215,   9391.6515,  0.303685
  112.0242,   5865.2467,   9391.4634,  0.303671
  112.1290,   5864.8714,   9391.2752,  0.303658
  112.2338,   5864.4956,   9391.0871,  0.303644
  112.3387,   5864.1194,   9390.8990,  0.303630
  112.4435,   5863.7427,   9390.7109,  0.303616
  112.5483,   5863.3655,   9390.5228,  0.303602
  112.6531,   5862.9879,   9390.3348,  0.303588
  112.7579,   5862.6099,   9390.1467,  0.303573
  112.8627,   5862.2315,   9389.9587,  0.303559
  112.9676,   5861.8528,   9389.7707,  0.303545
  113.0724,   5861.4737,   9389.5828,  0.303531
  113.1772,   5861.0943,   9389.3949,  0.303516
  113.2820,   5860.7146,   9389.2071,  0.303502
  113.3867,   5860.3347,   9389.0193,  0.303488
  113.4915,   5859.9544,   9388.8316,  0.303473
  113.5963,   5859.5740,   9388.6439,  0.303459
  113.7011,   5859.1934,   9388.4563,  0.303444
  113.8059,   5858.8126,   9388.2687,  0.303430
  113.9107,   5858.4317,   9388.0813,  0.303415
  114.0154,   5858.0507,   9387.8939,  0.303401
  114.1202,   5857.6697,   9387.7066,  0.303386
  114.2250,   5857.2886,   9387.5193,  0.303371
  114.3298,   5856.9074,   9387.3322,  0.303357
  114.4345,   5856.5264,   9387.1451,  0.303342
  114.5393,   5856.1453,   9386.9581,  0.303328
  114.6440,   5855.7644,   9386.7712,  0.303313
  114.7488,   5855.3836,   9386.5844,  0.303298
  114.8535,   5855.0029,   9386.3976,  0.303284
  114.9583,   5854.6224,   9386.2110,  0.303269
  115.0630,   5854.2421,   9386.0244,  0.303254
  115.1678,   5853.8620,   9385.8379,  0.303240
  115.2725,   5853.4823,   9385.6514,  0.303225
  115.3772,   5853.1028,   9385.4651,  0.303211
  115.4820,   5852.7237,   9385.2788,  0.303196
  115.5867,   5852.3449,   9385.0926,  0.303182
  115.6914,   5851.9666,   9384.9064,  0.303167
  115.7962,   5851.5887,   9384.7204,  0.303153
  115.9009,   5851.2112,   9384.5344,  0.303138
  116.0056,   5850.8342,   9384.3484,  0.303124
  116.1103,   5850.4578,   9384.1625,  0.303110
  116.2150,   5850.0819,   9383.9767,  0.303096
  116.3197,   5849.7065,   9383.7909,  0.303081
  116.4244,   5849.3318,   9383.6052,  0.303067
  116.5291,   5848.9576,   9383.4195,  0.303053
  116.6338,   5848.5841,   9383.2338,  0.303039
  116.7385,   5848.2112,   9383.0482,  0.303025
  116.8432,   5847.8390,   9382.8625,  0.303011
  116.9479,   5847.4674,   9382.6769,  0.302997
  117.0526,   5847.0965,   9382.4914,  0.302984
  117.1573,   5846.7264,   9382.3058,  0.302970
  117.2619,   5846.3569,   9382.1202,  0.302956
  117.3666,   5845.9881,   9381.9346,  0.302943
  117.4713,   5845.6200,   9381.7490,  0.302929
  117.5760,   5845.2526,   9381.5633,  0.302916
  117.6806,   5844.8859,   9381.3777,  0.302903
  117.7853,   5844.5199,   9381.1920,  0.302889
  117.8899,   5844.1545,   9381.0062,  0.302876
  117.9946,   5843.7898,   9380.8204,  0.302863
  118.0993,   5843.4258,   9380.6345,  0.302850
  118.2039,   5843.0624,   9380.4486,  0.302837
  118.3086,   5842.6996,   9380.2626,  0.302824
  118.4132,   5842.3374,   9380.0765,  0.302812
  118.5178,   5841.9757,   9379.8903,  0.302799
  118.6225,   5841.6145,   9379.7040,  0.302786
  118.7271,   5841.2539,   9379.5176,  0.302774
  118.8317,   5840.8937,   9379.3312,  0.302761
  118.9364,   5840.5339,   9379.1445,  0.302749
  119.0410,   5840.1745,   9378.9578,  0.302737
  119.1456,   5839.8154,   9378.7709,  0.302724
  119.2502,   5839.4566,   9378.5838,  0.302712
  119.3549,   5839.0980,   9378.3966,  0.302700
  119.4595,   5838.7396,   9378.2092,  0.302687
  119.5641,   5838.3814,   9378.0217,  0.302675
  119.6687,   5838.0233,   9377.8340,  0.302663
  119.7733,   5837.6652,   9377.6461,  0.302651
  119.8779,   5837.3071,   9377.4581,  0.302639
  119.9825,   5836.9490,   9377.2698,  0.302627
  120.0871,   5836.5908,   9377.0814,  0.302615
  120.1917,   5836.2324,   9376.8928,  0.302603
  120.2963,   5835.8739,   9376.7040,  0.302591
  120.4009,   5835.5151,   9376.5150,  0.302579
  120.5054,   5835.1561,   9376.3258,  0.302567
  120.6100,   5834.7967,   9376.1365,  0.302555
  120.7146,   5834.4370,   9375.9469,  0.302543
  120.8192,   5834.0769,   9375.7571,  0.302531
  120.9237,   5833.7163,   9375.5672,  0.302519
  121.0283,   5833.3552,   9375.3771,  0.302507
  121.1329,   5832.9936,   9375.1867,  0.302495
  121.2374,   5832.6314,   9374.9962,  0.302482
  121.3420,   5832.2687,   9374.8055,  0.302470
  121.4465,   5831.9053,   9374.6147,  0.302458
  121.5511,   5831.5413,   9374.4236,  0.302446
  121.6556,   5831.1766,   9374.2324,  0.302433
  121.7602,   5830.8111,   9374.0410,  0.302421
  121.8647,   5830.4450,   9373.8495,  0.302409
  121.9692,   5830.0781,   9373.6577,  0.302396
  122.0738,   5829.7104,   9373.4659,  0.302383
  122.1783,   5829.3419,   9373.2739,  0.302371
  122.2828,   5828.9727,   9373.0817,  0.302358
  122.3874,   5828.6027,   9372.8894,  0.302345
  122.4919,   5828.2318,   9372.6970,  0.302333
  122.5964,   5827.8601,   9372.5044,  0.302320
  122.7009,   5827.4876,   9372.3117,  0.302307
  122.8054,   5827.1143,   9372.1189,  0.302294
  122.9099,   5826.7402,   9371.9260,  0.302280
  123.0144,   5826.3653,   9371.7330,  0.302267
  123.1189,   5825.9895,   9371.5399,  0.302254
  123.2234,   5825.6130,   9371.3467,  0.302241
  123.3279,   5825.2357,   9371.1535,  0.302227
  123.4324,   5824.8576,   9370.9601,  0.302214
  123.5369,   5824.4787,   9370.7667,  0.302200
  123.6414,   5824.0991,   9370.5732,  0.302187
  123.7459,   5823.7188,   9370.3797,  0.302173
  123.8504,   5823.3377,   9370.1861,  0.302159
  123.9548,   5822.9560,   9369.9924,  0.302145
  124.0593,   5822.5736,   9369.7987,  0.302131
  124.1638,   5822.1905,   9369.6050,  0.302118
  124.2683,   5821.8069,   9369.4113,  0.302103
  124.3727,   5821.4226,   9369.2175,  0.302089
  124.4772,   5821.0377,   9369.0237,  0.302075
  124.5816,   5820.6523,   9368.8299,  0.302061
  124.6861,   5820.2664,   9368.6361,  0.302047
  124.7905,   5819.8799,   9368.4423,  0.302032
  124.8950,   5819.4930,   9368.2485,  0.302018
  124.9994,   5819.1057,   9368.0547,  0.302004
  125.1039,   5818.7179,   9367.8610,  0.301989
  125.2083,   5818.3298,   9367.6672,  0.301975
  125.3127,   5817.9413,   9367.4735,  0.301960
  125.4172,   5817.5524,   9367.2797,  0.301946
  125.5216,   5817.1633,   9367.0860,  0.301931
  125.6260,   5816.7738,   9366.8924,  0.301916
  125.7304,   5816.3841,   9366.6988,  0.301902
  125.8349,   5815.9942,   9366.5052,  0.301887
  125.9393,   5815.6041,   9366.3116,  0.301872
  126.0437,   5815.2139,   9366.1181,  0.301857
  126.1481,   5814.8235,   9365.9246,  0.301843
  126.2525,   5814.4329,   9365.7312,  0.301828
  126.3569,   5814.0423,   9365.5379,  0.301813
  126.4613,   5813.6516,   9365.3445,  0.301798
  126.5657,   5813.2609,   9365.1513,  0.301783
  126.6701,   5812.8702,   9364.9580,  0.301768
  126.7745,   5812.4795,   9364.7649,  0.301754
  126.8789,   5812.0887,   9364.5718,  0.301739
  126.9832,   5811.6981,   9364.3787,  0.301724
  127.0876,   5811.3075,   9364.1857,  0.301709
  127.1920,   5810.9170,   9363.9928,  0.301694
  127.2964,   5810.5266,   9363.7999,  0.301679
  127.4007,   5810.1364,   9363.6071,  0.301664
  127.5051,   5809.7463,   9363.4143,  0.301649
  127.6095,   5809.3564,   9363.2216,  0.301635
  127.7138,   5808.9666,   9363.0289,  0.301620
  127.8182,   5808.5771,   9362.8363,  0.301605
  127.9225,   5808.1878,   9362.6437,  0.301590
  128.0269,   5807.7987,   9362.4512,  0.301575
  128.1312,   5807.4098,   9362.2587,  0.301561
  128.2356,   5807.0212,   9362.0663,  0.301546
  128.3399,   5806.6329,   9361.8739,  0.301531
  128.4443,   5806.2449,   9361.6816,  0.301516
  128.5486,   5805.8572,   9361.4893,  0.301502
  128.6529,   5805.4697,   9361.2970,  0.301487
  128.7572,   5805.0826,   9361.1048,  0.301472
  128.8616,   5804.6958,   9360.9126,  0.301458
  128.9659,   5804.3093,   9360.7205,  0.301443
  129.0702,   5803.9232,   9360.5284,  0.301429
  129.1745,   5803.5374,   9360.3363,  0.301414
  129.2788,   5803.1520,   9360.1442,  0.301400
  129.3831,   5802.7669,   9359.9521,  0.301385
  129.4874,   5802.3822,   9359.7601,  0.301371
  129.5918,   5801.9978,   9359.5681,  0.301356
  129.6961,   5801.6138,   9359.3761,  0.301342
  129.8003,   5801.2301,   9359.1841,  0.301328
  129.9046,   5800.8468,   9358.9921,  0.301314
  130.0089,   5800.4639,   9358.8001,  0.301299
  130.1132,   5800.0814,   9358.6081,  0.301285
  130.2175,   5799.6992,   9358.4160,  0.301271
  130.3218,   5799.3173,   9358.2240,  0.301257
  130.4260,   5798.9358,   9358.0320,  0.301243
  130.5303,   5798.5547,   9357.8399,  0.301229
  130.6346,   5798.1739,   9357.6478,  0.301215
  130.7389,   5797.7935,   9357.4557,  0.301201
  130.8431,   5797.4134,   9357.2636,  0.301187
  130.9474,   5797.0337,   9357.0714,  0.301173
  131.0516,   5796.6543,   9356.8792,  0.301159
  131.1559,   5796.2751,   9356.6869,  0.301146
  131.2601,   5795.8963,   9356.4946,  0.301132
  131.3644,   5795.5179,   9356.3022,  0.301118
  131.4686,   5795.1396,   9356.1098,  0.301104
  131.5729,   5794.7617,   9355.9174,  0.301091
  131.6771,   5794.3841,   9355.7248,  0.301077
  131.7813,   5794.0067,   9355.5322,  0.301064
  131.8856,   5793.6296,   9355.3395,  0.301050
  131.9898,   5793.2527,   9355.1468,  0.301037
  132.0940,   5792.8760,   9354.9539,  0.301023
  132.1983,   5792.4995,   9354.7610,  0.301010
  132.3025,   5792.1233,   9354.5680,  0.300996
  132.4067,   5791.7472,   9354.3749,  0.300983
  132.5109,   5791.3713,   9354.1818,  0.300970
  132.6151,   5790.9955,   9353.9885,  0.300956
  132.7193,   5790.6199,   9353.7951,  0.300943
  132.8235,   5790.2444,   9353.6016,  0.300930
  132.9277,   5789.8690,   9353.4080,  0.300917
  133.0319,   5789.4937,   9353.2143,  0.300904
  133.1361,   5789.1185,   9353.0205,  0.300890
  133.2403,   5788.7433,   9352.8266,  0.300877
  133.3445,   5788.3681,   9352.6325,  0.300864
  133.4487,   5787.9930,   9352.4384,  0.300851
  133.5528,   5787.6179,   9352.2441,  0.300838
  133.6570,   5787.2427,   9352.0496,  0.300825
  133.7612,   5786.8675,   9351.8551,  0.300812
  133.8654,   5786.4923,   9351.6604,  0.300799
  133.9695,   5786.1170,   9351.4656,  0.300786
  134.0737,   5785.7416,   9351.2706,  0.300773
  134.1778,   5785.3660,   9351.0756,  0.300760
  134.2820,   5784.9904,   9350.8803,  0.300747
  134.3862,   5784.6145,   9350.6850,  0.300734
  134.4903,   5784.2385,   9350.4894,  0.300721
  134.5944,   5783.8623,   9350.2938,  0.300708
  134.6986,   5783.4858,   9350.0979,  0.300695
  134.8027,   5783.1091,   9349.9020,  0.300682
  134.9069,   5782.7321,   9349.7058,  0.300669
  135.0110,   5782.3548,   9349.5096,  0.300656
  135.1151,   5781.9772,   9349.3131,  0.300642
  135.2193,   5781.5992,   9349.1165,  0.300629
  135.3234,   5781.2209,   9348.9198,  0.300616
  135.4275,   5780.8423,   9348.7229,  0.300603
  135.5316,   5780.4632,   9348.5258,  0.300590
  135.6357,   5780.0838,   9348.3286,  0.300577
  135.7398,   5779.7039,   9348.1313,  0.300564
  135.8440,   5779.3237,   9347.9338,  0.300551
  135.9481,   5778.9429,   9347.7361,  0.300537
  136.0522,   5778.5617,   9347.5383,  0.300524
  136.1563,   5778.1800,   9347.3404,  0.300511
  136.2603,   5777.7978,   9347.1423,  0.300497
  136.3644,   5777.4151,   9346.9441,  0.300484
  136.4685,   5777.0319,   9346.7457,  0.300471
  136.5726,   5776.6482,   9346.5472,  0.300457
  136.6767,   5776.2639,   9346.3486,  0.300444
  136.7808,   5775.8790,   9346.1498,  0.300430
  136.8848,   5775.4936,   9345.9510,  0.300417
  136.9889,   5775.1076,   9345.7520,  0.300403
  137.0930,   5774.7211,   9345.5529,  0.300389
  137.1970,   5774.3339,   9345.3536,  0.300376
  137.3011,   5773.9462,   9345.1543,  0.300362
  137.4052,   5773.5578,   9344.9548,  0.300348
  137.5092,   5773.1688,   9344.7553,  0.300334
  137.6133,   5772.7793,   9344.5557,  0.300320
  137.7173,   5772.3891,   9344.3559,  0.300306
  137.8214,   5771.9983,   9344.1561,  0.300292
  137.9254,   5771.6069,   9343.9562,  0.300278
  138.0294,   5771.2149,   9343.7562,  0.300264
  138.1335,   5770.8222,   9343.5562,  0.300250
  138.2375,   5770.4290,   9343.3561,  0.300236
  138.3415,   5770.0351,   9343.1559,  0.300221
  138.4456,   5769.6407,   9342.9556,  0.300207
  138.5496,   5769.2457,   9342.7553,  0.300193
  138.6536,   5768.8500,   9342.5550,  0.300178
  138.7576,   5768.4538,   9342.3546,  0.300164
  138.8616,   5768.0571,   9342.1542,  0.300149
  138.9656,   5767.6597,   9341.9537,  0.300134
  139.0696,   5767.2619,   9341.7533,  0.300120
  139.1736,   5766.8635,   9341.5528,  0.300105
  139.2776,   5766.4645,   9341.3523,  0.300090
  139.3816,   5766.0651,   9341.1517,  0.300075
  139.4856,   5765.6651,   9340.9512,  0.300060
  139.5896,   5765.2647,   9340.7507,  0.300046
  139.6936,   5764.8639,   9340.5502,  0.300031
  139.7976,   5764.4626,   9340.3496,  0.300015
  139.9015,   5764.0609,   9340.1492,  0.300000
  140.0055,   5763.6587,   9339.9487,  0.299985
  140.1095,   5763.2562,   9339.7482,  0.299970
  140.2135,   5762.8534,   9339.5478,  0.299955
  140.3174,   5762.4502,   9339.3474,  0.299939
  140.4214,   5762.0467,   9339.1471,  0.299924
  140.5253,   5761.6429,   9338.9468,  0.299909
  140.6293,   5761.2389,   9338.7465,  0.299893
  140.7332,   5760.8346,   9338.5463,  0.299878
  140.8372,   5760.4301,   9338.3462,  0.299863
  140.9411,   5760.0254,   9338.1461,  0.299847
  141.0451,   5759.6206,   9337.9460,  0.299832
  141.1490,   5759.2156,   9337.7461,  0.299816
  141.2530,   5758.8106,   9337.5462,  0.299800
  141.3569,   5758.4055,   9337.3463,  0.299785
  141.4608,   5758.0003,   9337.1466,  0.299769
  141.5647,   5757.5951,   9336.9469,  0.299754
  141.6687,   5757.1899,   9336.7472,  0.299738
  141.7726,   5756.7848,   9336.5477,  0.299722
  141.8765,   5756.3798,   9336.3482,  0.299707
  141.9804,   5755.9748,   9336.1489,  0.299691
  142.0843,   5755.5700,   9335.9495,  0.299676
  142.1882,   5755.1653,   9335.7503,  0.299660
  142.2921,   5754.7609,   9335.5512,  0.299644
  142.3960,   5754.3566,   9335.3521,  0.299629
  142.4999,   5753.9526,   9335.1531,  0.299613
  142.6038,   5753.5489,   9334.9542,  0.299598
  142.7077,   5753.1454,   9334.7553,  0.299582
  142.8116,   5752.7423,   9334.5565,  0.299567
  142.9154,   5752.3395,   9334.3578,  0.299551
  143.0193,   5751.9372,   9334.1592,  0.299536
  143.1232,   5751.5352,   9333.9606,  0.299520
  143.2271,   5751.1336,   9333.7621,  0.299505
  143.3309,   5750.7325,   9333.5637,  0.299490
  143.4348,   5750.3318,   9333.3653,  0.299474
  143.5387,   5749.9316,   9333.1669,  0.299459
  143.6425,   5749.5319,   9332.9686,  0.299444
  143.7464,   5749.1327,   9332.7704,  0.299429
  143.8502,   5748.7341,   9332.5722,  0.299414
  143.9541,   5748.3360,   9332.3740,  0.299398
  144.0579,   5747.9384,   9332.1759,  0.299383
  144.1618,   5747.5414,   9331.9777,  0.299368
  144.2656,   5747.1450,   9331.7796,  0.299354
  144.3694,   5746.7492,   9331.5815,  0.299339
  144.4733,   5746.3540,   9331.3834,  0.299324
  144.5771,   5745.9593,   9331.1853,  0.299309
  144.6809,   5745.5653,   9330.9872,  0.299295
  144.7847,   5745.1718,   9330.7891,  0.299280
  144.8885,   5744.7789,   9330.5909,  0.299266
  144.9924,   5744.3866,   9330.3927,  0.299251
  145.0962,   5743.9949,   9330.1945,  0.299237
  145.2000,   5743.6038,   9329.9962,  0.299222
  145.3038,   5743.2132,   9329.7979,  0.299208
  145.4076,   5742.8231,   9329.5995,  0.299194
  145.5114,   5742.4336,   9329.4011,  0.299180
  145.6152,   5742.0445,   9329.2026,  0.299166
  145.7190,   5741.6560,   9329.0040,  0.299152
  145.8228,   5741.2679,   9328.8053,  0.299138
  145.9265,   5740.8803,   9328.6065,  0.299124
  146.0303,   5740.4931,   9328.4076,  0.299110
  146.1341,   5740.1063,   9328.2086,  0.299096
  146.2379,   5739.7198,   9328.0095,  0.299083
  146.3416,   5739.3337,   9327.8103,  0.299069
  146.4454,   5738.9479,   9327.6109,  0.299055
  146.5492,   5738.5624,   9327.4115,  0.299042
  146.6529,   5738.1771,   9327.2118,  0.299028
  146.7567,   5737.7919,   9327.0120,  0.299015
  146.8605,   5737.4070,   9326.8121,  0.299002
  146.9642,   5737.0221,   9326.6120,  0.298988
  147.0680,   5736.6374,   9326.4118,  0.298975
  147.1717,   5736.2526,   9326.2114,  0.298961
  147.2754,   5735.8679,   9326.0108,  0.298948
  147.3792,   5735.4831,   9325.8101,  0.298935
  147.4829,   5735.0983,   9325.6092,  0.298922
  147.5866,   5734.7133,   9325.4081,  0.298908
  147.6904,   5734.3282,   9325.2068,  0.298895
  147.7941,   5733.9428,   9325.0053,  0.298882
  147.8978,   5733.5572,   9324.8037,  0.298868
  148.0015,   5733.1714,   9324.6019,  0.298855
  148.1053,   5732.7851,   9324.3999,  0.298842
  148.2090,   5732.3986,   9324.1977,  0.298829
  148.3127,   5732.0116,   9323.9953,  0.298815
  148.4164,   5731.6242,   9323.7928,  0.298802
  148.5201,   5731.2363,   9323.5901,  0.298789
  148.6238,   5730.8478,   9323.3872,  0.298775
  148.7275,   5730.4589,   9323.1841,  0.298762
  148.8312,   5730.0694,   9322.9808,  0.298748
  148.9348,   5729.6792,   9322.7774,  0.298735
  149.0385,   5729.2885,   9322.5738,  0.298721
  149.1422,   5728.8970,   9322.3701,  0.298708
  149.2459,   5728.5049,   9322.1662,  0.298694
  149.3496,   5728.1121,   9321.9621,  0.298680
  149.4532,   5727.7186,   9321.7579,  0.298667
  149.5569,   5727.3243,   9321.5535,  0.298653
  149.6606,   5726.9293,   9321.3490,  0.298639
  149.7642,   5726.5335,   9321.1444,  0.298625
  149.8679,   5726.1370,   9320.9396,  0.298611
  149.9715,   5725.7396,   9320.7347,  0.298597
  150.0752,   5725.3414,   9320.5296,  0.298583
  150.1788,   5724.9424,   9320.3245,  0.298568
  150.2825,   5724.5426,   9320.1192,  0.298554
  150.3861,   5724.1419,   9319.9138,  0.298540
  150.4897,   5723.7405,   9319.7083,  0.298525
  150.5934,   5723.3383,   9319.5028,  0.298511
  150.6970,   5722.9353,   9319.2971,  0.298496
  150.8006,   5722.5315,   9319.0914,  0.298482
  150.9043,   5722.1270,   9318.8856,  0.298467
  151.0079,   5721.7217,   9318.6797,  0.298452
  151.1115,   5721.3156,   9318.4738,  0.298437
  151.2151,   5720.9089,   9318.2678,  0.298422
  151.3187,   5720.5014,   9318.0618,  0.298407
  151.4223,   5720.0932,   9317.8558,  0.298392
  151.5259,   5719.6844,   9317.6497,  0.298377
  151.6295,   5719.2750,   9317.4436,  0.298362
  151.7331,   5718.8650,   9317.2375,  0.298346
  151.8367,   5718.4543,   9317.0313,  0.298331
  151.9403,   5718.0431,   9316.8252,  0.298316
  152.0439,   5717.6314,   9316.6191,  0.298300
  152.1475,   5717.2192,   9316.4130,  0.298285
  152.2510,   5716.8064,   9316.2069,  0.298269
  152.3546,   5716.3933,   9316.0008,  0.298253
  152.4582,   5715.9797,   9315.7947,  0.298238
  152.5618,   5715.5657,   9315.5887,  0.298222
  152.6653,   5715.1514,   9315.3827,  0.298206
  152.7689,   5714.7367,   9315.1768,  0.298190
  152.8724,   5714.3217,   9314.9709,  0.298175
  152.9760,   5713.9065,   9314.7651,  0.298159
  153.0795,   5713.4910,   9314.5593,  0.298143
  153.1831,   5713.0753,   9314.3535,  0.298127
  153.2866,   5712.6594,   9314.1478,  0.298111
  153.3902,   5712.2434,   9313.9422,  0.298095
  153.4937,   5711.8272,   9313.7367,  0.298079
  153.5972,   5711.4110,   9313.5312,  0.298063
  153.7008,   5710.9946,   9313.3258,  0.298047
  153.8043,   5710.5783,   9313.1204,  0.298031
  153.9078,   5710.1619,   9312.9152,  0.298014
  154.0113,   5709.7455,   9312.7100,  0.297998
  154.1149,   5709.3291,   9312.5049,  0.297982
  154.2184,   5708.9128,   9312.2999,  0.297966
  154.3219,   5708.4966,   9312.0949,  0.297950
  154.4254,   5708.0805,   9311.8900,  0.297934
  154.5289,   5707.6645,   9311.6853,  0.297918
  154.6324,   5707.2487,   9311.4806,  0.297902
  154.7359,   5706.8330,   9311.2759,  0.297885
  154.8394,   5706.4176,   9311.0714,  0.297869
  154.9429,   5706.0023,   9310.8669,  0.297853
  155.0464,   5705.5872,   9310.6625,  0.297837
  155.1498,   5705.1724,   9310.4582,  0.297821
  155.2533,   5704.7579,   9310.2540,  0.297805
  155.3568,   5704.3436,   9310.0499,  0.297789
  155.4603,   5703.9296,   9309.8458,  0.297773
  155.5637,   5703.5159,   9309.6418,  0.297757
  155.6672,   5703.1025,   9309.4378,  0.297741
  155.7707,   5702.6895,   9309.2340,  0.297725
  155.8741,   5702.2768,   9309.0302,  0.297709
  155.9776,   5701.8644,   9308.8264,  0.297693
  156.0810,   5701.4523,   9308.6228,  0.297677
  156.1845,   5701.0406,   9308.4192,  0.297661
  156.2879,   5700.6293,   9308.2156,  0.297646
  156.3914,   5700.2183,   9308.0121,  0.297630
  156.4948,   5699.8077,   9307.8086,  0.297614
  156.5982,   5699.3975,   9307.6052,  0.297598
  156.7017,   5698.9877,   9307.4018,  0.297583
  156.8051,   5698.5782,   9307.1985,  0.297567
  156.9085,   5698.1692,   9306.9951,  0.297551
  157.0119,   5697.7605,   9306.7919,  0.297536
  157.1153,   5697.3522,   9306.5886,  0.297520
  157.2188,   5696.9443,   9306.3854,  0.297505
  157.3222,   5696.5368,   9306.1822,  0.297489
  157.4256,   5696.1297,   9305.9790,  0.297474
  157.5290,   5695.7229,   9305.7758,  0.297459
  157.6324,   5695.3166,   9305.5727,  0.297443
  157.7358,   5694.9106,   9305.3695,  0.297428
  157.8392,   5694.5050,   9305.1664,  0.297413
  157.9426,   5694.0997,   9304.9632,  0.297398
  158.0460,   5693.6949,   9304.7601,  0.297382
  158.1493,   5693.2904,   9304.5569,  0.297367
  158.2527,   5692.8862,   9304.3537,  0.297352
  158.3561,   5692.4824,   9304.1505,  0.297337
  158.4595,   5692.0789,   9303.9473,  0.297322
  158.5628,   5691.6758,   9303.7441,  0.297307
  158.6662,   5691.2730,   9303.5408,  0.297292
  158.7696,   5690.8704,   9303.3375,  0.297277
  158.8729,   5690.4682,   9303.1342,  0.297262
  158.9763,   5690.0663,   9302.9308,  0.297247
  159.0796,   5689.6647,   9302.7274,  0.297233
  159.1830,   5689.2633,   9302.5239,  0.297218
  159.2863,   5688.8622,   9302.3204,  0.297203
  159.3897,   5688.4613,   9302.1168,  0.297188
  159.4930,   5688.0606,   9301.9132,  0.297174
  159.5964,   5687.6602,   9301.7095,  0.297159
  159.6997,   5687.2600,   9301.5057,  0.297144
  159.8030,   5686.8599,   9301.3019,  0.297130
  159.9063,   5686.4600,   9301.0980,  0.297115
  160.0097,   5686.0602,   9300.8939,  0.297101
  160.1130,   5685.6606,   9300.6899,  0.297086
  160.2163,   5685.2611,   9300.4857,  0.297072
  160.3196,   5684.8617,   9300.2814,  0.297057
  160.4229,   5684.4624,   9300.0770,  0.297043
  160.5262,   5684.0631,   9299.8726,  0.297028
  160.6295,   5683.6639,   9299.6680,  0.297014
  160.7328,   5683.2648,   9299.4633,  0.297000
  160.8361,   5682.8656,   9299.2585,  0.296985
  160.9394,   5682.4665,   9299.0537,  0.296971
  161.0427,   5682.0673,   9298.8487,  0.296957
  161.1460,   5681.6681,   9298.6435,  0.296942
  161.2493,   5681.2689,   9298.4383,  0.296928
  161.3525,   5680.8695,   9298.2330,  0.296914
  161.4558,   5680.4701,   9298.0275,  0.296899
  161.5591,   5680.0706,   9297.8219,  0.296885
  161.6624,   5679.6709,   9297.6162,  0.296871
  161.7656,   5679.2711,   9297.4104,  0.296857
  161.8689,   5678.8711,   9297.2044,  0.296842
  161.9721,   5678.4710,   9296.9984,  0.296828
  162.0754,   5678.0706,   9296.7922,  0.296814
  162.1787,   5677.6701,   9296.5858,  0.296799
  162.2819,   5677.2692,   9296.3794,  0.296785
  162.3851,   5676.8682,   9296.1728,  0.296771
  162.4884,   5676.4668,   9295.9661,  0.296756
  162.5916,   5676.0652,   9295.7593,  0.296742
  162.6949,   5675.6633,   9295.5523,  0.296728
  162.7981,   5675.2610,   9295.3452,  0.296713
  162.9013,   5674.8584,   9295.1380,  0.296699
  163.0045,   5674.4554,   9294.9307,  0.296684
  163.1078,   5674.0521,   9294.7232,  0.296670
