day,apogee_alt_km,sma_km,ecc
  228.2661,   5414.4166,   9165.5734,  0.286614
  228.3672,   5414.0421,   9165.3840,  0.286599
  228.4682,   5413.6678,   9165.1945,  0.286585
  228.5693,   5413.2939,   9165.0051,  0.286571
  228.6704,   5412.9203,   9164.8155,  0.286557
  228.7714,   5412.5468,   9164.6260,  0.286543
  228.8725,   5412.1736,   9164.4363,  0.286529
  228.9735,   5411.8005,   9164.2466,  0.286515
  229.0746,   5411.4275,   9164.0568,  0.286501
  229.1756,   5411.0547,   9163.8670,  0.286486
  229.2767,   5410.6819,   9163.6771,  0.286472
  229.3777,   5410.3091,   9163.4871,  0.286458
  229.4787,   5409.9364,   9163.2970,  0.286444
  229.5798,   5409.5636,   9163.1069,  0.286430
  229.6808,   5409.1907,   9162.9167,  0.286416
  229.7818,   5408.8178,   9162.7264,  0.286402
  229.8829,   5408.4447,   9162.5361,  0.286388
  229.9839,   5408.0715,   9162.3456,  0.286375
  230.0849,   5407.6981,   9162.1551,  0.286360
  230.1859,   5407.3245,   9161.9645,  0.286346
  230.2869,   5406.9507,   9161.7739,  0.286332
  230.3879,   5406.5766,   9161.5831,  0.286318
  230.4890,   5406.2023,   9161.3923,  0.286304
  230.5900,   5405.8276,   9161.2014,  0.286290
  230.6910,   5405.4526,   9161.0105,  0.286276
  230.7920,   5405.0773,   9160.8195,  0.286262
  230.8929,   5404.7016,   9160.6284,  0.286248
  230.9939,   5404.3256,   9160.4372,  0.286234
  231.0949,   5403.9492,   9160.2460,  0.286219
  231.1959,   5403.5723,   9160.0548,  0.286205
  231.2969,   5403.1951,   9159.8635,  0.286191
  231.3979,   5402.8174,   9159.6721,  0.286176
  231.4988,   5402.4393,   9159.4807,  0.286162
  231.5998,   5402.0607,   9159.2893,  0.286147
  231.7008,   5401.6817,   9159.0978,  0.286133
  231.8018,   5401.3022,   9158.9063,  0.286118
  231.9027,   5400.9222,   9158.7148,  0.286104
  232.0037,   5400.5418,   9158.5232,  0.286089
  232.1046,   5400.1609,   9158.3316,  0.286075
  232.2056,   5399.7796,   9158.1400,  0.286060
  232.3065,   5399.3978,   9157.9484,  0.286045
  232.4075,   5399.0155,   9157.7568,  0.286030
  232.5084,   5398.6327,   9157.5652,  0.286015
  232.6094,   5398.2495,   9157.3735,  0.286000
  232.7103,   5397.8659,   9157.1819,  0.285985
  232.8112,   5397.4818,   9156.9904,  0.285970
  232.9122,   5397.0972,   9156.7988,  0.285955
  233.0131,   5396.7123,   9156.6072,  0.285940
  233.1140,   5396.3269,   9156.4157,  0.285925
  233.2149,   5395.9411,   9156.2242,  0.285910
  233.3159,   5395.5549,   9156.0328,  0.285894
  233.4168,   5395.1683,   9155.8414,  0.285879
  233.5177,   5394.7814,   9155.6500,  0.285864
  233.6186,   5394.3941,   9155.4587,  0.285848
  233.7195,   5394.0065,   9155.2675,  0.285833
  233.8204,   5393.6186,   9155.0763,  0.285817
  233.9213,   5393.2304,   9154.8852,  0.285802
  234.0222,   5392.8419,   9154.6941,  0.285786
  234.1231,   5392.4531,   9154.5032,  0.285770
  234.2240,   5392.0641,   9154.3123,  0.285755
  234.3249,   5391.6748,   9154.1215,  0.285739
  234.4257,   5391.2854,   9153.9307,  0.285723
  234.5266,   5390.8957,   9153.7401,  0.285707
  234.6275,   5390.5059,   9153.5496,  0.285692
  234.7284,   5390.1160,   9153.3591,  0.285676
  234.8293,   5389.7259,   9153.1688,  0.285660
  234.9301,   5389.3358,   9152.9786,  0.285644
  235.0310,   5388.9456,   9152.7884,  0.285628
  235.1318,   5388.5553,   9152.5984,  0.285612
  235.2327,   5388.1650,   9152.4085,  0.285596
  235.3336,   5387.7746,   9152.2188,  0.285580
  235.4344,   5387.3843,   9152.0291,  0.285564
  235.5353,   5386.9940,   9151.8395,  0.285548
  235.6361,   5386.6038,   9151.6501,  0.285532
  235.7369,   5386.2136,   9151.4608,  0.285516
  235.8378,   5385.8236,   9151.2717,  0.285500
  235.9386,   5385.4337,   9151.0826,  0.285484
  236.0395,   5385.0439,   9150.8937,  0.285468
  236.1403,   5384.6542,   9150.7049,  0.285452
  236.2411,   5384.2648,   9150.5163,  0.285436
  236.3419,   5383.8755,   9150.3277,  0.285420
  236.4428,   5383.4865,   9150.1394,  0.285404
  236.5436,   5383.0977,   9149.9511,  0.285388
  236.6444,   5382.7091,   9149.7629,  0.285372
  236.7452,   5382.3208,   9149.5749,  0.285356
  236.8460,   5381.9328,   9149.3870,  0.285340
  236.9468,   5381.5450,   9149.1993,  0.285324
  237.0476,   5381.1576,   9149.0116,  0.285308
  237.1484,   5380.7705,   9148.8241,  0.285292
  237.2492,   5380.3837,   9148.6367,  0.285276
  237.3500,   5379.9973,   9148.4494,  0.285260
  237.4508,   5379.6112,   9148.2622,  0.285244
  237.5516,   5379.2255,   9148.0751,  0.285228
  237.6524,   5378.8402,   9147.8882,  0.285212
  237.7531,   5378.4553,   9147.7014,  0.285196
  237.8539,   5378.0708,   9147.5147,  0.285180
  237.9547,   5377.6867,   9147.3280,  0.285165
  238.0555,   5377.3031,   9147.1415,  0.285149
  238.1562,   5376.9199,   9146.9552,  0.285133
  238.2570,   5376.5372,   9146.7689,  0.285118
  238.3578,   5376.1548,   9146.5827,  0.285102
  238.4585,   5375.7730,   9146.3966,  0.285086
  238.5593,   5375.3916,   9146.2106,  0.285071
  238.6600,   5375.0107,   9146.0247,  0.285055
  238.7608,   5374.6303,   9145.8389,  0.285040
  238.8615,   5374.2503,   9145.6532,  0.285024
  238.9623,   5373.8708,   9145.4675,  0.285009
  239.0630,   5373.4918,   9145.2820,  0.284994
  239.1637,   5373.1133,   9145.0965,  0.284978
  239.2645,   5372.7352,   9144.9111,  0.284963
  239.3652,   5372.3576,   9144.7257,  0.284948
  239.4659,   5371.9805,   9144.5405,  0.284932
  239.5667,   5371.6039,   9144.3553,  0.284917
  239.6674,   5371.2278,   9144.1702,  0.284902
  239.7681,   5370.8521,   9143.9851,  0.284887
  239.8688,   5370.4769,   9143.8001,  0.284872
  239.9695,   5370.1021,   9143.6151,  0.284857
  240.0702,   5369.7278,   9143.4302,  0.284842
  240.1710,   5369.3539,   9143.2453,  0.284827
  240.2717,   5368.9805,   9143.0605,  0.284812
  240.3724,   5368.6076,   9142.8757,  0.284798
  240.4731,   5368.2350,   9142.6909,  0.284783
  240.5737,   5367.8629,   9142.5062,  0.284768
  240.6744,   5367.4912,   9142.3215,  0.284753
  240.7751,   5367.1198,   9142.1368,  0.284739
  240.8758,   5366.7489,   9141.9522,  0.284724
  240.9765,   5366.3784,   9141.7675,  0.284709
  241.0772,   5366.0082,   9141.5829,  0.284695
  241.1779,   5365.6384,   9141.3983,  0.284680
  241.2785,   5365.2689,   9141.2137,  0.284666
  241.3792,   5364.8998,   9141.0291,  0.284651
  241.4799,   5364.5310,   9140.8445,  0.284637
  241.5805,   5364.1625,   9140.6599,  0.284623
  241.6812,   5363.7944,   9140.4753,  0.284608
  241.7818,   5363.4265,   9140.2907,  0.284594
  241.8825,   5363.0588,   9140.1061,  0.284580
  241.9831,   5362.6915,   9139.9215,  0.284566
  242.0838,   5362.3244,   9139.7368,  0.284551
  242.1844,   5361.9575,   9139.5522,  0.284537
  242.2851,   5361.5909,   9139.3675,  0.284523
  242.3857,   5361.2244,   9139.1828,  0.284509
  242.4864,   5360.8582,   9138.9981,  0.284495
  242.5870,   5360.4921,   9138.8133,  0.284481
  242.6876,   5360.1262,   9138.6285,  0.284467
  242.7883,   5359.7605,   9138.4437,  0.284452
  242.8889,   5359.3948,   9138.2589,  0.284438
  242.9895,   5359.0293,   9138.0740,  0.284424
  243.0901,   5358.6639,   9137.8891,  0.284410
  243.1907,   5358.2986,   9137.7041,  0.284396
  243.2913,   5357.9334,   9137.5191,  0.284383
  243.3920,   5357.5682,   9137.3340,  0.284369
  243.4926,   5357.2031,   9137.1490,  0.284355
  243.5932,   5356.8380,   9136.9638,  0.284341
  243.6938,   5356.4729,   9136.7787,  0.284327
  243.7944,   5356.1078,   9136.5934,  0.284313
  243.8950,   5355.7428,   9136.4082,  0.284299
  243.9955,   5355.3776,   9136.2228,  0.284285
  244.0961,   5355.0125,   9136.0375,  0.284271
  244.1967,   5354.6473,   9135.8521,  0.284257
  244.2973,   5354.2820,   9135.6666,  0.284243
  244.3979,   5353.9166,   9135.4811,  0.284229
  244.4985,   5353.5511,   9135.2955,  0.284215
  244.5990,   5353.1856,   9135.1099,  0.284202
  244.6996,   5352.8199,   9134.9243,  0.284188
  244.8002,   5352.4540,   9134.7385,  0.284174
  244.9007,   5352.0880,   9134.5528,  0.284160
  245.0013,   5351.7219,   9134.3670,  0.284146
  245.1018,   5351.3555,   9134.1811,  0.284132
  245.2024,   5350.9890,   9133.9952,  0.284118
  245.3029,   5350.6223,   9133.8093,  0.284104
  245.4035,   5350.2554,   9133.6233,  0.284090
  245.5040,   5349.8882,   9133.4372,  0.284076
  245.6046,   5349.5209,   9133.2512,  0.284062
  245.7051,   5349.1532,   9133.0651,  0.284048
  245.8057,   5348.7854,   9132.8789,  0.284033
  245.9062,   5348.4172,   9132.6927,  0.284019
  246.0067,   5348.0488,   9132.5065,  0.284005
  246.1072,   5347.6801,   9132.3202,  0.283991
  246.2078,   5347.3111,   9132.1339,  0.283977
  246.3083,   5346.9418,   9131.9476,  0.283962
  246.4088,   5346.5722,   9131.7612,  0.283948
  246.5093,   5346.2023,   9131.5749,  0.283934
  246.6098,   5345.8321,   9131.3885,  0.283920
  246.7103,   5345.4615,   9131.2020,  0.283905
  246.8108,   5345.0907,   9131.0156,  0.283891
  246.9113,   5344.7194,   9130.8292,  0.283876
  247.0118,   5344.3479,   9130.6427,  0.283862
  247.1123,   5343.9760,   9130.4562,  0.283847
  247.2128,   5343.6037,   9130.2698,  0.283833
  247.3133,   5343.2311,   9130.0833,  0.283818
  247.4138,   5342.8582,   9129.8968,  0.283804
  247.5143,   5342.4849,   9129.7104,  0.283789
  247.6148,   5342.1112,   9129.5239,  0.283774
  247.7152,   5341.7372,   9129.3375,  0.283759
  247.8157,   5341.3628,   9129.1511,  0.283745
  247.9162,   5340.9881,   9128.9647,  0.283730
  248.0167,   5340.6130,   9128.7783,  0.283715
  248.1171,   5340.2376,   9128.5920,  0.283700
  248.2176,   5339.8619,   9128.4056,  0.283685
  248.3180,   5339.4858,   9128.2194,  0.283670
  248.4185,   5339.1094,   9128.0331,  0.283655
  248.5189,   5338.7326,   9127.8469,  0.283640
  248.6194,   5338.3556,   9127.6608,  0.283625
  248.7198,   5337.9782,   9127.4747,  0.283610
  248.8203,   5337.6006,   9127.2887,  0.283594
  248.9207,   5337.2226,   9127.1027,  0.283579
  249.0212,   5336.8444,   9126.9168,  0.283564
  249.1216,   5336.4659,   9126.7310,  0.283549
  249.2220,   5336.0872,   9126.5452,  0.283533
  249.3225,   5335.7083,   9126.3595,  0.283518
  249.4229,   5335.3291,   9126.1739,  0.283502
  249.5233,   5334.9497,   9125.9884,  0.283487
  249.6237,   5334.5701,   9125.8029,  0.283471
  249.7241,   5334.1904,   9125.6176,  0.283456
  249.8245,   5333.8105,   9125.4323,  0.283440
  249.9250,   5333.4305,   9125.2472,  0.283425
  250.0254,   5333.0504,   9125.0621,  0.283409
  250.1258,   5332.6702,   9124.8772,  0.283393
  250.2262,   5332.2899,   9124.6923,  0.283378
  250.3266,   5331.9096,   9124.5076,  0.283362
  250.4270,   5331.5293,   9124.3230,  0.283346
  250.5274,   5331.1490,   9124.1385,  0.283331
  250.6277,   5330.7687,   9123.9541,  0.283315
  250.7281,   5330.3885,   9123.7699,  0.283299
  250.8285,   5330.0083,   9123.5857,  0.283283
  250.9289,   5329.6283,   9123.4017,  0.283267
  251.0293,   5329.2485,   9123.2178,  0.283252
  251.1296,   5328.8687,   9123.0341,  0.283236
  251.2300,   5328.4892,   9122.8504,  0.283220
  251.3304,   5328.1099,   9122.6669,  0.283204
  251.4307,   5327.7309,   9122.4835,  0.283189
  251.5311,   5327.3522,   9122.3003,  0.283173
  251.6315,   5326.9737,   9122.1172,  0.283157
  251.7318,   5326.5956,   9121.9342,  0.283141
  251.8322,   5326.2179,   9121.7513,  0.283126
  251.9325,   5325.8405,   9121.5685,  0.283110
  252.0329,   5325.4636,   9121.3859,  0.283094
  252.1332,   5325.0871,   9121.2034,  0.283079
  252.2335,   5324.7111,   9121.0210,  0.283063
  252.3339,   5324.3355,   9120.8387,  0.283048
  252.4342,   5323.9605,   9120.6566,  0.283032
  252.5345,   5323.5861,   9120.4745,  0.283017
  252.6349,   5323.2121,   9120.2926,  0.283001
  252.7352,   5322.8388,   9120.1107,  0.282986
  252.8355,   5322.4661,   9119.9290,  0.282971
  252.9358,   5322.0939,   9119.7473,  0.282956
  253.0361,   5321.7224,   9119.5658,  0.282940
  253.1365,   5321.3516,   9119.3843,  0.282925
  253.2368,   5320.9814,   9119.2029,  0.282910
  253.3371,   5320.6119,   9119.0216,  0.282895
  253.4374,   5320.2430,   9118.8404,  0.282880
  253.5377,   5319.8748,   9118.6592,  0.282865
  253.6380,   5319.5073,   9118.4781,  0.282850
  253.7383,   5319.1405,   9118.2970,  0.282836
  253.8386,   5318.7744,   9118.1160,  0.282821
  253.9389,   5318.4090,   9117.9350,  0.282806
  254.0391,   5318.0442,   9117.7541,  0.282792
  254.1394,   5317.6802,   9117.5731,  0.282777
  254.2397,   5317.3167,   9117.3922,  0.282763
  254.3400,   5316.9540,   9117.2114,  0.282749
  254.4403,   5316.5919,   9117.0305,  0.282734
  254.5405,   5316.2304,   9116.8496,  0.282720
  254.6408,   5315.8695,   9116.6688,  0.282706
  254.7411,   5315.5093,   9116.4879,  0.282692
  254.8413,   5315.1496,   9116.3070,  0.282678
  254.9416,   5314.7904,   9116.1261,  0.282664
  255.0418,   5314.4318,   9115.9452,  0.282650
  255.1421,   5314.0737,   9115.7642,  0.282636
  255.2423,   5313.7161,   9115.5832,  0.282623
  255.3426,   5313.3589,   9115.4021,  0.282609
  255.4428,   5313.0022,   9115.2210,  0.282595
  255.5431,   5312.6458,   9115.0399,  0.282582
  255.6433,   5312.2899,   9114.8587,  0.282568
  255.7435,   5311.9342,   9114.6774,  0.282555
  255.8438,   5311.5788,   9114.4960,  0.282541
  255.9440,   5311.2237,   9114.3146,  0.282528
  256.0442,   5310.8688,   9114.1331,  0.282514
  256.1445,   5310.5141,   9113.9515,  0.282501
  256.2447,   5310.1596,   9113.7699,  0.282487
  256.3449,   5309.8052,   9113.5881,  0.282474
  256.4451,   5309.4509,   9113.4063,  0.282461
  256.5453,   5309.0966,   9113.2244,  0.282448
  256.6455,   5308.7424,   9113.0424,  0.282434
  256.7457,   5308.3881,   9112.8602,  0.282421
  256.8459,   5308.0338,   9112.6780,  0.282408
  256.9461,   5307.6794,   9112.4957,  0.282395
  257.0463,   5307.3249,   9112.3134,  0.282381
  257.1465,   5306.9702,   9112.1309,  0.282368
  257.2467,   5306.6154,   9111.9483,  0.282355
  257.3469,   5306.2603,   9111.7656,  0.282342
  257.4471,   5305.9051,   9111.5828,  0.282328
  257.5473,   5305.5495,   9111.3999,  0.282315
  257.6474,   5305.1937,   9111.2169,  0.282302
  257.7476,   5304.8375,   9111.0339,  0.282288
  257.8478,   5304.4810,   9110.8507,  0.282275
  257.9480,   5304.1242,   9110.6675,  0.282262
  258.0481,   5303.7670,   9110.4841,  0.282248
  258.1483,   5303.4093,   9110.3007,  0.282235
  258.2484,   5303.0513,   9110.1172,  0.282221
  258.3486,   5302.6928,   9109.9337,  0.282208
  258.4488,   5302.3338,   9109.7500,  0.282194
  258.5489,   5301.9744,   9109.5663,  0.282181
  258.6490,   5301.6146,   9109.3825,  0.282167
  258.7492,   5301.2542,   9109.1986,  0.282153
  258.8493,   5300.8934,   9109.0147,  0.282140
  258.9495,   5300.5320,   9108.8307,  0.282126
  259.0496,   5300.1701,   9108.6467,  0.282112
  259.1497,   5299.8078,   9108.4626,  0.282098
  259.2499,   5299.4449,   9108.2784,  0.282084
  259.3500,   5299.0815,   9108.0943,  0.282070
  259.4501,   5298.7176,   9107.9100,  0.282056
  259.5502,   5298.3531,   9107.7258,  0.282042
  259.6504,   5297.9882,   9107.5415,  0.282028
  259.7505,   5297.6228,   9107.3572,  0.282014
  259.8506,   5297.2568,   9107.1729,  0.282000
  259.9507,   5296.8904,   9106.9886,  0.281985
  260.0508,   5296.5235,   9106.8042,  0.281971
  260.1509,   5296.1561,   9106.6198,  0.281957
  260.2510,   5295.7882,   9106.4355,  0.281942
  260.3511,   5295.4199,   9106.2511,  0.281928
  260.4512,   5295.0511,   9106.0668,  0.281913
  260.5513,   5294.6819,   9105.8824,  0.281899
  260.6514,   5294.3123,   9105.6981,  0.281884
  260.7515,   5293.9423,   9105.5138,  0.281869
  260.8515,   5293.5719,   9105.3295,  0.281855
  260.9516,   5293.2011,   9105.1453,  0.281840
  261.0517,   5292.8300,   9104.9611,  0.281825
  261.1518,   5292.4586,   9104.7769,  0.281810
  261.2518,   5292.0868,   9104.5927,  0.281795
  261.3519,   5291.7147,   9104.4086,  0.281780
  261.4520,   5291.3423,   9104.2246,  0.281765
  261.5520,   5290.9697,   9104.0406,  0.281750
  261.6521,   5290.5968,   9103.8566,  0.281735
  261.7521,   5290.2237,   9103.6727,  0.281720
  261.8522,   5289.8504,   9103.4889,  0.281705
  261.9522,   5289.4769,   9103.3051,  0.281690
  262.0523,   5289.1032,   9103.1214,  0.281675
  262.1523,   5288.7294,   9102.9378,  0.281659
  262.2523,   5288.3555,   9102.7542,  0.281644
  262.3524,   5287.9814,   9102.5707,  0.281629
  262.4524,   5287.6073,   9102.3873,  0.281614
  262.5524,   5287.2331,   9102.2040,  0.281598
  262.6525,   5286.8589,   9102.0207,  0.281583
  262.7525,   5286.4846,   9101.8376,  0.281568
  262.8525,   5286.1104,   9101.6545,  0.281552
  262.9525,   5285.7361,   9101.4715,  0.281537
  263.0525,   5285.3619,   9101.2885,  0.281522
  263.1526,   5284.9877,   9101.1057,  0.281506
  263.2526,   5284.6137,   9100.9230,  0.281491
  263.3526,   5284.2397,   9100.7403,  0.281476
  263.4526,   5283.8658,   9100.5578,  0.281460
  263.5526,   5283.4920,   9100.3753,  0.281445
  263.6526,   5283.1184,   9100.1929,  0.281429
  263.7526,   5282.7450,   9100.0106,  0.281414
  263.8526,   5282.3717,   9099.8284,  0.281399
  263.9525,   5281.9986,   9099.6463,  0.281383
  264.0525,   5281.6258,   9099.4643,  0.281368
  264.1525,   5281.2531,   9099.2824,  0.281353
  264.2525,   5280.8807,   9099.1005,  0.281337
  264.3525,   5280.5086,   9098.9188,  0.281322
  264.4524,   5280.1367,   9098.7371,  0.281307
  264.5524,   5279.7651,   9098.5555,  0.281291
  264.6524,   5279.3938,   9098.3741,  0.281276
  264.7523,   5279.0228,   9098.1927,  0.281261
  264.8523,   5278.6521,   9098.0113,  0.281246
  264.9522,   5278.2817,   9097.8301,  0.281231
  265.0522,   5277.9117,   9097.6489,  0.281215
  265.1522,   5277.5420,   9097.4679,  0.281200
  265.2521,   5277.1727,   9097.2869,  0.281185
  265.3520,   5276.8038,   9097.1059,  0.281170
  265.4520,   5276.4352,   9096.9251,  0.281155
  265.5519,   5276.0669,   9096.7443,  0.281140
  265.6519,   5275.6991,   9096.5636,  0.281125
  265.7518,   5275.3316,   9096.3829,  0.281110
  265.8517,   5274.9646,   9096.2023,  0.281095
  265.9517,   5274.5979,   9096.0218,  0.281080
  266.0516,   5274.2316,   9095.8414,  0.281065
  266.1515,   5273.8658,   9095.6609,  0.281051
  266.2514,   5273.5003,   9095.4806,  0.281036
  266.3513,   5273.1352,   9095.3003,  0.281021
  266.4512,   5272.7705,   9095.1200,  0.281006
  266.5512,   5272.4063,   9094.9398,  0.280992
  266.6511,   5272.0424,   9094.7596,  0.280977
  266.7510,   5271.6790,   9094.5794,  0.280963
  266.8509,   5271.3159,   9094.3993,  0.280948
  266.9508,   5270.9532,   9094.2193,  0.280933
  267.0507,   5270.5910,   9094.0392,  0.280919
  267.1506,   5270.2291,   9093.8592,  0.280905
  267.2504,   5269.8676,   9093.6792,  0.280890
  267.3503,   5269.5064,   9093.4992,  0.280876
  267.4502,   5269.1457,   9093.3192,  0.280861
  267.5501,   5268.7853,   9093.1392,  0.280847
  267.6500,   5268.4253,   9092.9593,  0.280833
  267.7498,   5268.0656,   9092.7793,  0.280819
  267.8497,   5267.7063,   9092.5994,  0.280805
  267.9496,   5267.3473,   9092.4194,  0.280790
  268.0494,   5266.9887,   9092.2395,  0.280776
  268.1493,   5266.6303,   9092.0595,  0.280762
  268.2492,   5266.2723,   9091.8795,  0.280748
  268.3490,   5265.9146,   9091.6995,  0.280734
  268.4489,   5265.5572,   9091.5195,  0.280720
  268.5487,   5265.2000,   9091.3395,  0.280706
  268.6486,   5264.8431,   9091.1594,  0.280692
  268.7484,   5264.4865,   9090.9793,  0.280679
  268.8483,   5264.1301,   9090.7992,  0.280665
  268.9481,   5263.7740,   9090.6191,  0.280651
  269.0479,   5263.4181,   9090.4389,  0.280637
  269.1478,   5263.0623,   9090.2587,  0.280623
  269.2476,   5262.7068,   9090.0784,  0.280610
  269.3474,   5262.3515,   9089.8981,  0.280596
  269.4472,   5261.9963,   9089.7178,  0.280582
  269.5471,   5261.6413,   9089.5374,  0.280569
  269.6469,   5261.2864,   9089.3569,  0.280555
  269.7467,   5260.9317,   9089.1764,  0.280542
  269.8465,   5260.5771,   9088.9958,  0.280528
  269.9463,   5260.2226,   9088.8152,  0.280514
  270.0461,   5259.8681,   9088.6345,  0.280501
  270.1459,   5259.5138,   9088.4538,  0.280487
  270.2457,   5259.1595,   9088.2730,  0.280474
  270.3455,   5258.8052,   9088.0921,  0.280460
  270.4453,   5258.4510,   9087.9112,  0.280447
  270.5451,   5258.0968,   9087.7302,  0.280433
  270.6449,   5257.7426,   9087.5491,  0.280420
  270.7447,   5257.3883,   9087.3680,  0.280406
  270.8445,   5257.0341,   9087.1868,  0.280393
  270.9442,   5256.6798,   9087.0055,  0.280380
  271.0440,   5256.3255,   9086.8242,  0.280366
  271.1438,   5255.9711,   9086.6427,  0.280353
  271.2436,   5255.6166,   9086.4612,  0.280339
  271.3433,   5255.2620,   9086.2796,  0.280326
  271.4431,   5254.9073,   9086.0980,  0.280312
  271.5429,   5254.5524,   9085.9162,  0.280299
  271.6426,   5254.1975,   9085.7344,  0.280285
  271.7424,   5253.8424,   9085.5525,  0.280272
  271.8421,   5253.4871,   9085.3706,  0.280259
  271.9419,   5253.1317,   9085.1885,  0.280245
  272.0416,   5252.7761,   9085.0064,  0.280232
  272.1414,   5252.4202,   9084.8242,  0.280218
  272.2411,   5252.0642,   9084.6420,  0.280205
  272.3408,   5251.7079,   9084.4596,  0.280191
  272.4406,   5251.3514,   9084.2772,  0.280178
  272.5403,   5250.9947,   9084.0947,  0.280164
  272.6400,   5250.6377,   9083.9121,  0.280150
  272.7397,   5250.2805,   9083.7295,  0.280137
  272.8395,   5249.9229,   9083.5468,  0.280123
  272.9392,   5249.5651,   9083.3640,  0.280110
  273.0389,   5249.2070,   9083.1812,  0.280096
  273.1386,   5248.8486,   9082.9983,  0.280082
  273.2383,   5248.4899,   9082.8153,  0.280069
  273.3380,   5248.1309,   9082.6323,  0.280055
  273.4377,   5247.7715,   9082.4492,  0.280041
  273.5374,   5247.4118,   9082.2660,  0.280027
  273.6371,   5247.0518,   9082.0828,  0.280013
  273.7368,   5246.6914,   9081.8995,  0.280000
  273.8365,   5246.3307,   9081.7162,  0.279986
  273.9362,   5245.9696,   9081.5329,  0.279972
  274.0359,   5245.6082,   9081.3495,  0.279958
  274.1356,   5245.2464,   9081.1660,  0.279944
  274.2353,   5244.8842,   9080.9825,  0.279930
  274.3349,   5244.5217,   9080.7990,  0.279916
  274.4346,   5244.1588,   9080.6154,  0.279902
  274.5343,   5243.7955,   9080.4318,  0.279888
  274.6339,   5243.4318,   9080.2482,  0.279873
  274.7336,   5243.0678,   9080.0645,  0.279859
  274.8333,   5242.7033,   9079.8808,  0.279845
  274.9329,   5242.3385,   9079.6971,  0.279831
  275.0326,   5241.9733,   9079.5134,  0.279816
  275.1322,   5241.6078,   9079.3297,  0.279802
  275.2319,   5241.2418,   9079.1459,  0.279788
  275.3315,   5240.8755,   9078.9622,  0.279773
  275.4312,   5240.5089,   9078.7784,  0.279759
  275.5308,   5240.1418,   9078.5946,  0.279744
  275.6305,   5239.7744,   9078.4109,  0.279730
  275.7301,   5239.4067,   9078.2271,  0.279715
  275.8297,   5239.0386,   9078.0434,  0.279700
  275.9294,   5238.6701,   9077.8597,  0.279686
  276.0290,   5238.3014,   9077.6760,  0.279671
  276.1286,   5237.9323,   9077.4923,  0.279656
  276.2282,   5237.5629,   9077.3086,  0.279641
  276.3278,   5237.1932,   9077.1250,  0.279626
  276.4275,   5236.8232,   9076.9414,  0.279612
  276.5271,   5236.4529,   9076.7578,  0.279597
  276.6267,   5236.0823,   9076.5743,  0.279582
  276.7263,   5235.7115,   9076.3908,  0.279567
  276.8259,   5235.3404,   9076.2074,  0.279552
  276.9255,   5234.9691,   9076.0240,  0.279537
  277.0251,   5234.5976,   9075.8407,  0.279522
  277.1247,   5234.2259,   9075.6574,  0.279506
  277.2242,   5233.8540,   9075.4741,  0.279491
  277.3238,   5233.4819,   9075.2910,  0.279476
  277.4234,   5233.1097,   9075.1079,  0.279461
  277.5230,   5232.7374,   9074.9248,  0.279446
  277.6226,   5232.3650,   9074.7419,  0.279430
  277.7221,   5231.9924,   9074.5590,  0.279415
  277.8217,   5231.6198,   9074.3762,  0.279400
  277.9213,   5231.2471,   9074.1934,  0.279385
  278.0209,   5230.8745,   9074.0108,  0.279369
  278.1204,   5230.5018,   9073.8282,  0.279354
  278.2200,   5230.1291,   9073.6457,  0.279339
  278.3195,   5229.7565,   9073.4632,  0.279323
  278.4191,   5229.3839,   9073.2809,  0.279308
  278.5186,   5229.0114,   9073.0987,  0.279293
  278.6182,   5228.6390,   9072.9165,  0.279277
  278.7177,   5228.2668,   9072.7344,  0.279262
  278.8173,   5227.8947,   9072.5524,  0.279247
  278.9168,   5227.5229,   9072.3705,  0.279231
  279.0163,   5227.1512,   9072.1887,  0.279216
  279.1159,   5226.7797,   9072.0070,  0.279201
  279.2154,   5226.4085,   9071.8253,  0.279185
  279.3149,   5226.0376,   9071.6438,  0.279170
  279.4144,   5225.6671,   9071.4623,  0.279155
  279.5140,   5225.2968,   9071.2809,  0.279139
  279.6135,   5224.9269,   9071.0996,  0.279124
  279.7130,   5224.5574,   9070.9184,  0.279109
  279.8125,   5224.1882,   9070.7372,  0.279094
  279.9120,   5223.8195,   9070.5561,  0.279079
  280.0115,   5223.4512,   9070.3751,  0.279064
  280.1110,   5223.0834,   9070.1942,  0.279049
  280.2105,   5222.7161,   9070.0133,  0.279034
  280.3100,   5222.3493,   9069.8325,  0.279019
  280.4095,   5221.9830,   9069.6517,  0.279004
  280.5090,   5221.6172,   9069.4710,  0.278989
  280.6085,   5221.2519,   9069.2904,  0.278974
  280.7080,   5220.8872,   9069.1097,  0.278959
  280.8075,   5220.5231,   9068.9292,  0.278945
  280.9069,   5220.1595,   9068.7486,  0.278930
  281.0064,   5219.7965,   9068.5681,  0.278916
  281.1059,   5219.4341,   9068.3876,  0.278901
  281.2054,   5219.0723,   9068.2072,  0.278887
  281.3048,   5218.7111,   9068.0267,  0.278872
  281.4043,   5218.3505,   9067.8463,  0.278858
  281.5037,   5217.9905,   9067.6658,  0.278844
  281.6032,   5217.6310,   9067.4854,  0.278829
  281.7027,   5217.2722,   9067.3049,  0.278815
  281.8021,   5216.9139,   9067.1244,  0.278801
  281.9016,   5216.5561,   9066.9439,  0.278787
  282.0010,   5216.1989,   9066.7634,  0.278773
