jd,year,a_km,e,i_deg,raan_deg,argp_deg,hp_km,azimuth_deg,lambda
2456581.95213006,2013.7904233540319,17661.623993782945,0.6294854,5.6913,121.1086,252.3981,165.75324940689097,168.49429254849122,13237.48183596106
2456583.54876487,2013.794794701903,17650.309963727217,0.6292434,5.6918,119.873,254.8552,165.8326110976259,168.1421073149545,13232.815498228327
2456585.43595473,2013.7999615461465,17637.232024639317,0.6289578,5.6905,118.3965,257.7748,166.02107233262632,167.72514338724346,13227.505073319333
2456586.00704953,2013.8015251184936,17633.45501259381,0.6288826,5.6916,117.9526,258.6578,165.94567729078335,167.60135734227833,13225.85501673567
2456586.51277152,2013.8029097098422,17630.157347251363,0.6288108,5.692,117.5568,259.4414,165.98770160035565,167.490704456839,13224.510351359666
2456587.08308539,2013.80447114412,17626.27988002524,0.6287313,5.6952,117.1373,260.303,165.9497168931266,167.3706881168216,13222.85109904615
2456587.88838913,2013.8066759455992,17620.93128920069,0.6286169,5.6955,116.5052,261.5527,165.9797870703478,167.19455958427284,13220.635408381644
2456588.39801764,2013.8080712324168,17617.730396265662,0.6285484,5.7022,116.0909,262.3561,165.99784406151412,167.08135632996243,13219.309226971442
2456588.96857834,2013.8096333424778,17614.354858135794,0.6284776,5.7023,115.6414,263.2439,165.99109134626997,166.95729670798858,13217.887509492148
2456589.2417618,2013.8103812780284,17612.31709752976,0.6285012,5.6523,115.4905,263.5972,164.81836695178936,166.89043990974818,13215.98806708453
2456589.2417618,2013.8103812780284,17612.317160753068,0.628501,5.6523,115.4905,263.5972,164.8219129026038,166.89043990974818,13215.991252736858
2456590.55887727,2013.8139873436555,17604.739941075066,0.6282621,5.6997,114.401,265.7053,166.2127557413678,166.6108562839887,13214.051301005527
2456590.85550687,2013.8147994712388,17602.422395567915,0.628295,5.6637,114.1754,266.1599,164.77211654457096,166.54749035403916,13211.796099333595
2456591.11807793,2013.8155183516224,17600.863460522145,0.6281974,5.7002,113.954,266.5822,165.91049686713086,166.48959341595446,13212.155497357324
2456593.00633255,2013.8206881110204,17589.958019202066,0.6279472,5.6969,112.4796,269.5094,166.2568329265814,166.08128003265983,13207.886033944516
2456593.51229985,2013.8220733739906,17586.791959931223,0.6278766,5.6972,112.0817,270.2969,166.32051922227038,165.97218536333457,13206.613281249494
2456594.07901424,2013.8236249534286,17583.166301889894,0.627802,5.6989,111.631,271.1846,166.28303123081514,165.85061676566795,13205.057329823452
2456594.88016513,2013.8258183850237,17577.784132957317,0.6276912,5.6998,111.0003,272.432,166.22741720037902,165.67768139147444,13202.747204952631
2456596.49317811,2013.8302345738812,17566.819160260704,0.6275038,5.6548,109.6736,275.01,165.4370832843042,165.339153402772,13197.43770695035
2456596.49358274,2013.8302356816973,17566.48929090148,0.6274725,5.6998,109.7304,274.9436,165.8640393163014,165.3291545889506,13197.678508164528
2456597.54118001,2013.8331038467077,17558.499614451095,0.6273024,5.7002,108.8982,276.5866,165.87436590684774,165.10741518526152,13194.32942575001
2456598.90475333,2013.8368371069957,17547.64768058693,0.6270574,5.6993,107.8078,278.7338,166.12904988205992,164.82024148156364,13189.99240086145
2456599.40753815,2013.8382136568102,17543.748045110093,0.6269749,5.7016,107.409,279.5205,166.1220689019965,164.7125835482828,13188.345902642157
2456599.97642505,2013.839771184257,17539.812686417154,0.6268916,5.7023,106.9557,280.4159,166.11514772880582,164.59397366752233,13186.684164619113
2456600.24135021,2013.8404965098146,17537.982961009846,0.6268908,5.6673,106.6687,280.905,165.44649219601524,164.53495646672133,13185.321000702706
2456600.48307528,2013.8411583169889,17536.59755612791,0.6268124,5.7032,106.5516,281.2111,166.30445413723828,164.4857058839841,13185.499319668674
2456601.84242446,2013.8448800122114,17526.556831224116,0.6265868,5.7044,105.4698,283.347,166.5113713292567,164.19999560388936,13181.45680808895
2456602.1331738,2013.8456760405204,17524.572776029498,0.6265383,5.7044,105.2423,283.7988,166.62044070969569,164.13772541265882,13180.718222117284
2456602.91595865,2013.8478191886377,17519.41329663702,0.6264224,5.7046,104.6157,285.0327,166.7240727657454,163.9734920904038,13178.637588338013
2456604.24787234,2013.8514657695825,17511.10387849946,0.6262467,5.6953,103.4687,287.2237,166.69656123197092,163.7047229502815,13175.113372132784
2456604.48917937,2013.8521264322244,17509.5237117476,0.6262043,5.7058,103.3683,287.4995,166.84837249929114,163.64228439918497,13174.582170806165
2456605.84992031,2013.8558519378785,17500.794358601437,0.6260251,5.7066,102.2847,289.6394,166.7215201785366,163.3574023637819,13170.791538181154
2456606.91563412,2013.8587697032715,17493.513113517478,0.6258635,5.7036,101.4111,291.3384,166.82546899553108,163.13240682229218,13167.81444692078
2456607.41986166,2013.8601502030388,17490.284950908295,0.625783,5.7032,101.0048,292.1366,167.0256634740499,163.02732690607945,13166.630599439828
2456608.24556746,2013.8624108623137,17484.709636009506,0.6257389,5.6867,100.2341,293.5332,165.71036155351703,162.8393895670684,13163.11582850318
2456608.48791005,2013.863074360164,17483.058139361263,0.6256277,5.708,100.1644,293.8081,167.03638666639654,162.80573034089429,13163.59249795474
2456609.8422094,2013.8667822297061,17473.468932278913,0.6254328,5.712,99.0808,295.9461,166.852032250702,162.52529730581335,13159.384256314843
2456610.37482152,2013.8682404422175,17470.120210838075,0.6253614,5.7156,98.6771,296.7645,166.8450776200816,162.4150408016975,13157.965084721844
2456610.91085095,2013.8697080108147,17466.3857617444,0.6252928,5.719,98.2648,297.5983,166.64420290311136,162.30821610672632,13156.211527069232
2456612.49966462,2013.8740579455716,17454.9539538703,0.6250452,5.7251,96.9107,300.1816,166.68246878264745,161.97143959422078,13151.419442989865
2456612.50528295,2013.8740733277211,17454.666587037605,0.6250329,5.7127,96.9918,300.1199,166.78941160838804,161.98530202041417,13151.392563663689
2456613.03224884,2013.875516081698,17451.16229400203,0.6249036,5.7114,96.5673,300.9696,167.73185229590308,161.8911105887127,13150.744969812282
2456614.89079659,2013.880604508118,17437.838366556098,0.6246148,5.7129,95.0816,303.9061,167.7701427973334,161.51007707748914,13145.149638734581
2456615.39185032,2013.8819763184672,17434.424861570715,0.624565,5.7135,94.6781,304.6924,167.35699790380022,161.3990253517968,13143.342493996597
2456615.95546509,2013.8835194116084,17431.02531756312,0.6244907,5.711,94.217,305.596,167.37581528040482,161.28601182094906,13141.922199711304
2456616.47808012,2013.8849502535795,17427.58260100067,0.6245006,5.7122,93.6402,306.563,165.9105101261921,161.1611087113552,13139.174410297743
2456616.4908187,2013.8849851299105,17427.60609322414,0.6244172,5.7156,93.8039,306.4246,167.372793790184,161.17385323220861,13140.474114352077
2456617.02106909,2013.8864368763584,17424.248155121513,0.624338,5.7161,93.3798,307.2647,167.4916104492586,161.0672245109996,13139.15916957949
2456617.51764703,2013.887796432662,17420.755600733304,0.6242452,5.7138,92.9478,308.0843,167.79623660242305,160.9653842416443,13137.950861607284
2456618.86756666,2013.8914923111843,17413.044659632145,0.6240691,5.7162,91.8796,310.2109,167.96525063570516,160.69326797367074,13134.838273632766
2456619.36348147,2013.8928500519369,17410.210910694404,0.6240018,5.7167,91.4824,310.9964,168.07166404145573,160.59278130275027,13133.73314058599
2456619.92606458,2013.8943903205482,17407.244586134766,0.6239453,5.718,91.0427,311.8768,167.93984066553276,160.47898460266515,13132.361874139293
2456620.42601635,2013.895759113894,17404.36069077804,0.6238724,5.7179,90.6407,312.6711,168.1241161566868,160.3785189981332,13131.303778990763
2456620.9883992,2013.8972988342234,17401.25321366512,0.6238008,5.7176,90.1905,313.5635,168.20123797824635,160.26641967953225,13130.056488174627
2456621.48747247,2013.898665222368,17398.431648182675,0.6237314,5.7195,89.7851,314.3595,168.3472184573866,160.16511994751403,13128.990662463691
2456622.04289473,2013.9001858856395,17395.584102575824,0.6236683,5.7189,89.3425,315.2387,168.3734378153349,160.05428116972996,13127.808229464179
2456622.54544183,2013.9015617846135,17392.86173566418,0.6236065,5.7212,88.9493,316.0268,168.4238037027162,159.95385753915536,13126.69990259295
2456622.82967942,2013.9023399847233,17391.51014061325,0.6235692,5.7194,88.7057,316.495,168.56377543915733,159.89830549958026,13126.250769648997
2456623.09023145,2013.9030533373027,17389.734859512206,0.6237279,5.719,88.5174,316.8793,165.13575403186223,159.83749857103044,13122.481585471929
2456623.09614336,2013.90306952323,17390.212431304855,0.6235377,5.7191,88.4867,316.9239,168.62306937761787,159.84557163717437,13125.753406718308
2456623.88795355,2013.905237381383,17386.025431715774,0.6234427,5.7205,87.8504,318.1837,168.69849429822625,159.68864270217102,13124.046476328745
2456624.41572006,2013.9066823273374,17383.122231145207,0.6233861,5.7204,87.4241,319.0223,168.58915764829726,159.58076215852014,13122.72053005299
2456625.47890353,2013.9095931650381,17377.759255805264,0.6232712,5.7222,86.5677,320.7151,168.56609112840943,159.36926058628438,13120.42817798168
2456626.02922126,2013.911099852868,17374.73834734965,0.6232055,5.7232,86.1238,321.5928,168.56954822043735,159.26065296756798,13119.151164106837
2456626.5035539,2013.9123985048595,17371.58757009314,0.6231345,5.7242,85.7394,322.3523,168.61573539693563,159.16823825057605,13117.856512292083
2456627.05652654,2013.913912461437,17367.900998090452,0.6230563,5.725,85.2928,323.2361,168.58456345390732,159.06041388269728,13116.266561415603
2456627.8436601,2013.9160675156738,17362.50640797895,0.6229404,5.7263,84.6538,324.4961,168.56342118998145,158.9055943573909,13113.961060365824
2456628.33865484,2013.9174227374124,17359.244523298323,0.6228568,5.7272,84.2533,325.287,168.78472909920401,158.8081145315158,13112.772433546472
2456628.90040909,2013.918960736728,17355.900367284703,0.6227787,5.7279,83.7951,326.1896,168.87899921761255,158.6988347779543,13111.43706599472
2456629.39717854,2013.920320817358,17353.10168699609,0.6227023,5.729,83.3934,326.9846,169.1490543697446,158.6025057511236,13110.487216884714
2456629.96012052,2013.9218620685012,17350.151434376945,0.6226246,5.7291,82.934,327.8898,169.38403760857364,158.49345533954317,13109.442050940856
2456631.01316565,2013.9247451489389,17344.25554101727,0.6224884,5.7335,82.1224,329.534,169.5213600982952,158.2881463819714,13107.061027558251
2456632.05863397,2013.927607485202,17338.725137660796,0.6223362,5.7331,81.2487,331.2347,170.07252264449926,158.08470532721446,13105.197552005873
2456632.84739733,2013.9297670015885,17334.864324990795,0.6222405,5.7335,80.6082,332.4964,170.27337997636005,157.9284794281233,13103.734804321495
2456633.37276407,2013.9312053773308,17332.302981779267,0.6221829,5.7341,80.1825,333.3359,170.30414889719577,157.8244641609336,13102.674312148454
2456633.89884059,2013.9326456963447,17329.597166815784,0.6221246,5.7347,79.7579,334.1756,170.29216124938011,157.72104931589536,13101.514850762502
2456634.97839191,2013.9356013467761,17324.679079730788,0.622035,5.7376,78.9048,335.8744,169.98602837044655,157.50271516060275,13099.157794748937
2456635.44895723,2013.9368896844078,17321.62029423668,0.6219376,5.7364,78.5016,336.6582,170.51704032782527,157.41951361317717,13098.324052835333
2456636.25227485,2013.939089048186,17317.46702735323,0.6219033,5.735,77.6815,338.0975,169.54083540106421,157.24694265305834,13095.704049842348
2456636.49940991,2013.9397656671042,17316.092520661186,0.6218046,5.7378,77.6439,338.3471,170.7302372884651,157.21535984247203,13096.162400149069
2456637.05035803,2013.9412740808489,17313.22517669471,0.6217288,5.7355,77.1712,339.2602,170.95816345852018,157.1127308944429,13095.143652439769
2456637.83333106,2013.9434177441756,17308.96061856852,0.6216274,5.7367,76.5438,340.5083,171.10013254537807,156.96171209679153,13093.455523302377
2456638.87503134,2013.9462697641065,17303.27850317239,0.6214904,5.7384,75.7037,342.1713,171.32072492438056,156.75788492162428,13091.233173451452
2456639.17288878,2013.9470852533334,17301.67023853756,0.6214615,5.7401,75.4889,342.6237,171.21199959065052,156.7019087999875,13090.454181824793
2456639.93615786,2013.9491749701845,17297.57258311358,0.6213625,5.7409,74.8688,343.8513,171.37333893866708,156.5571107336068,13088.85296793766
2456641.12021485,2013.9524167415473,17291.017731235544,0.6211853,5.7425,73.9031,345.7526,171.95539455267226,156.32567304294815,13086.574253158946
2456642.05187093,2013.954967476879,17284.97279313028,0.6210028,5.7442,73.1348,347.2721,172.81999067255583,156.15860832360528,13084.75844711542
2456642.52955538,2013.956275305626,17283.094090822422,0.6209524,5.7445,72.7585,348.0282,172.97903570042126,156.06758997465784,13084.097972289343
2456642.85140944,2013.9571564940177,17280.775045669692,0.6208992,5.7454,72.4872,348.5553,173.01934443341725,156.0061621536638,13083.14616087217
2456643.86029558,2013.9599186737296,17275.115305089756,0.6207488,5.7485,71.6379,350.2087,173.47190959365616,155.8158774573123,13081.132328922227
2456644.16498148,2013.9607528582621,17273.951557185337,0.6207191,5.7485,71.3951,350.6903,173.5435931656566,155.75437102565417,13080.699465746247
2456644.94728022,2013.962894675483,17269.652088539522,0.6206881,5.7458,70.8025,351.8994,172.44824604289443,155.59981682606485,13077.911521205247
2456645.40078709,2013.9641363096234,17267.369651627312,0.6206345,5.7462,70.4356,352.6291,172.50802157442104,155.51562853557164,13076.99178215126
2456645.40108259,2013.964137118659,17267.36140793548,0.6206341,5.7462,70.4354,352.6296,172.51180114671115,155.51563728273817,13076.991573660287
2456647.04516756,2013.9686383779883,17259.123088221226,0.620427,5.7481,69.0982,355.2723,172.96082796539577,155.2006839242149,13073.874643456691
2456647.49364756,2013.9698662493088,17256.93935781546,0.6203746,5.7487,68.7329,355.9973,173.03620648643664,155.11835024885931,13073.010062218971
2456648.04453681,2013.971374501875,17254.458501359673,0.6203139,5.7494,68.2842,356.8854,173.14175599309965,155.01477932494237,13072.045104544257
2456648.82401653,2013.9735086010405,17250.960080350054,0.6202178,5.7505,67.653,358.1384,173.47127142751924,154.8683036253969,13070.841814613672
2456649.1062578,2013.9742813355238,17249.880733320526,0.6201894,5.7507,67.4235,358.5919,173.55125125090854,154.81411921148697,13070.451576938865
2456650.91311878,2013.9792282512803,17242.002801571194,0.6199825,5.7528,65.9563,1.5002,174.12649964608136,154.47432953909697,13067.594980127815
2456651.40694142,2013.9805802639835,17239.98294745808,0.6199298,5.7535,65.5559,2.2943,174.26746683698275,154.38130496598038,13066.856619719003
2456651.96481282,2013.9821076326348,17237.74145580185,0.6198793,5.754,65.1028,3.191,174.28604859841744,154.2750522514867,13065.916900600872
2456652.462685,2013.9834707323755,17235.279321584698,0.619722,5.7621,64.5722,4.1399,176.06124985358565,154.2026363448206,13066.41447808942
2456652.48353444,2013.9835278150306,17235.52429153497,0.6198283,5.7548,64.6795,4.0277,174.3222703041447,154.17718658897883,13065.002844348894
2456653.0071676,2013.9849614444904,17233.263800929453,0.6197714,5.7556,64.2507,4.8752,174.44346845808468,154.07977998347906,13064.144296029152
2456653.49328023,2013.986292348337,17231.228966400588,0.6197194,5.7564,63.8555,5.659,174.56579008019435,153.98925459867928,13063.382876471485
2456654.04534183,2013.9878038106222,17229.017066960398,0.6196679,5.7576,63.3991,6.5567,174.611942012888,153.8864281759973,13062.479418371466
2456654.81963122,2013.9899236994384,17225.719179390973,0.6195904,5.7589,62.7751,7.8007,174.69264274444868,153.74326820220944,13061.142562420328
2456655.89812054,2013.992876442273,17221.098762186,0.6194823,5.7609,61.9063,9.5316,174.79659245986295,153.54238078173887,13059.261280307312
2456656.9037341,2013.9956296621494,17216.43903344148,0.6193644,5.763,61.0893,11.1564,175.05330135741679,153.3590216262333,13057.495831009117
2456657.39540132,2013.9969757736344,17214.129114750067,0.6193006,5.764,60.6906,11.9489,175.27232550788176,153.2682214916265,13056.700386943425
2456657.95361079,2013.9985040678712,17211.548355851493,0.6192332,5.7648,60.2381,12.8499,175.44989050283402,153.16653556636203,13055.75304028279
2456658.43638086,2013.9998258202872,17209.5602919244,0.6191731,5.7656,59.847,13.6277,175.72719633666384,153.07740469657824,13055.145477058544
2456658.99210514,2014.0013473104445,17207.165739400516,0.619107,5.7665,59.3947,14.5262,175.95267997748124,152.97586823994965,13054.319053378955
2456659.47887506,2014.0026800138537,17204.84560236003,0.619039,5.7673,58.999,15.3112,176.2388855206791,152.88539501263233,13053.577100484765
2456660.03114799,2014.0041920547294,17202.397610838434,0.618977,5.7682,58.5481,16.2051,176.37284487449233,152.78406029741916,13052.647879605718
2456660.52159119,2014.0055348150302,17200.217803892767,0.6189115,5.7689,58.1494,16.9963,176.66890255878934,152.6931665891261,13051.974131025156
2456660.79863127,2014.0062933094318,17199.16967198317,0.6188839,5.7693,57.9249,17.4433,176.7441686245047,152.64260860456682,13051.591748354014
2456661.84221656,2014.00915049024,17195.418131875253,0.6187841,5.7703,57.0725,19.129,177.03049901914346,152.44732351360824,13050.237595980307
2456662.13138281,2014.0099421842847,17194.418005120155,0.6187576,5.7706,56.8429,19.5893,177.10488687521956,152.39301365754253,13049.874837198691
2456662.88053808,2014.0119932596301,17191.818320289254,0.6186899,5.7717,56.2329,20.8001,177.27766289132705,152.25542653317063,13048.913878188154
2456663.37049272,2014.0133346823272,17189.995974893518,0.618644,5.7723,55.8363,21.5889,177.37180500149316,152.1647143621734,13048.216707771631
2456663.9321412,2014.0148723920606,17188.18131008222,0.6185927,5.7732,55.3777,22.4971,177.56152538892184,152.06073885814516,13047.605830186887
2456664.9415688,2014.0176360542089,17184.37713770898,0.6186257,5.782,54.4556,24.2419,175.54350182976668,151.88852048481453,13044.22508202233
2456666.03591902,2014.0206322218205,17180.514194352723,0.6183759,5.7765,53.6631,25.8994,178.3619669570835,151.674900144606,13045.022751191143
2456666.75699432,2014.0226064183985,17177.922285516837,0.6183649,5.7825,53.0445,27.1173,177.56178922544677,151.56348937651288,13043.21890678991
2456667.79387968,2014.025445255797,17174.060860656882,0.618163,5.783,52.211,28.7966,179.55557685064105,151.38730791306452,13043.29872761931
2456668.84697963,2014.0283284863249,17170.022786751066,0.6181054,5.7786,51.3753,30.4487,179.00268413718277,151.16574492302647,13041.090664081548
2456669.33284794,2014.0296587212588,17168.18963336159,0.6180424,5.7809,50.9735,31.2404,179.38420870367372,151.07676034680506,13040.637362822787
2456669.88371359,2014.0311669092127,17165.872027356414,0.618004,5.7799,50.5342,32.122,179.15815096204096,150.97611268338608,13039.449163078581
2456670.37253851,2014.0325052389042,17163.999732733642,0.61795,5.7807,50.1347,32.9144,179.36979789088764,150.8872139944686,13038.83143197179
2456670.93699512,2014.0340506368782,17161.771566392013,0.6179013,5.7803,49.6778,33.8249,179.35430521535181,150.7844707238237,13037.864125302098
2456671.41140757,2014.0353495073782,17159.961260045973,0.6178504,5.7808,49.2917,34.5923,179.53603154206394,150.6981773438465,13037.246768069648
2456672.00578816,2014.0369768327448,17157.693185344284,0.6177861,5.782,48.8034,35.5561,179.77252737386152,150.58784021188828,13036.48081537742
2456672.99441208,2014.039683537522,17154.158955506442,0.6176932,5.7831,47.9948,37.1633,180.01531697100927,150.4120264920715,13035.177911447176
2456674.03182484,2014.0425238188645,17150.913600574662,0.617601,5.7842,47.1491,38.8436,180.35590994615086,150.2241252088054,13034.083244000627
2456674.79756659,2014.0446203055164,17148.46481520752,0.6175316,5.785,46.5249,40.0842,180.60960032871662,150.08579001406213,13033.254189589998
2456675.83621142,2014.0474639600825,17145.3927884032,0.6174588,5.7857,45.67,41.7699,180.6828317471054,149.8928743703033,13032.00148058005
2456676.11077485,2014.048215673785,17144.720554923686,0.617391,5.7867,45.4696,42.2046,181.5880867987962,149.85655743736476,13032.498095624405
2456676.86958534,2014.0502931836822,17142.40985594062,0.6173475,5.7868,44.8472,43.4325,181.4496874003171,149.71415387441988,13031.387900590986
2456677.39410571,2014.0517292421905,17141.076082879266,0.6173249,5.787,44.416,44.2809,181.32670412343214,149.61437281141124,13030.709699519597
2456677.90923291,2014.0531395835997,17139.667377034748,0.6172781,5.7877,43.9967,45.1157,181.58976390675434,149.5221499041072,13030.333870585213
2456678.95309497,2014.055997522163,17136.696380426434,0.6171886,5.7889,43.1469,46.8063,181.98643276597613,149.334092021386,13029.403988584658
2456680.46859311,2014.060146729938,17132.37487887067,0.6168317,5.7973,41.8613,49.3728,186.4466572995807,149.12127722231014,13031.412868186088
2456680.49253655,2014.0602122835041,17132.23303523138,0.6170735,5.7906,41.8901,49.3003,182.2497333655283,149.05397793847493,13027.718415144573
2456683.84229955,2014.0693834347703,17122.207429823917,0.6168018,5.795,39.1632,54.7313,183.06276713515217,148.4564634827035,13024.122283903642
2456684.58065661,2014.0714049462285,17119.64831944091,0.6167725,5.7895,38.6361,55.841,182.58372633854196,148.3113193577364,13022.609782346406
2456684.87656869,2014.0722151093496,17119.202739861266,0.6167544,5.7779,38.4805,56.2506,182.7228255597738,148.27366063414323,13022.538981237421
2456685.39629405,2014.0736380398355,17117.281502632737,0.6166718,5.7959,37.975,57.1579,183.40040729750217,148.16320565921836,13022.30089219302
2456685.92013071,2014.075072226448,17115.96152939637,0.6166274,5.7975,37.4856,58.0904,183.65437302466125,148.0899984787347,13021.954153270515
2456686.94678801,2014.0778830609452,17112.679227033746,0.6165252,5.7988,36.6538,59.7538,184.14494405092046,147.90969805977466,13020.969721568556
2456687.43411818,2014.0792172982342,17111.207643835027,0.6163118,5.8011,36.2234,60.623,187.23216068930287,147.86817263566044,13023.007251468629
2456687.457886,2014.0792823709792,17110.987860053126,0.6164922,5.7971,36.253,60.5647,184.06101003568165,147.81604644747716,13020.17110465119
2456687.981079,2014.0807147953458,17109.555717901574,0.6164281,5.7995,35.8157,61.4278,184.60849487136966,147.7261736755176,13020.029717780673
2456689.0153208,2014.0835463950712,17106.449034241108,0.6163236,5.8006,34.9739,63.1056,185.20448224110532,147.54279777434493,13019.21107743237
2456689.49543431,2014.0848608742226,17105.22168323028,0.6159638,5.8064,34.5594,63.9769,190.88803538536104,147.52638527984732,13023.594736649426
2456689.56485535,2014.0850509386726,17105.043405915723,0.616263,5.8017,34.525,63.9991,185.70174145588135,147.44576207784976,13019.037271422872
2456689.77385718,2014.085623154497,17104.47592905104,0.6162448,5.8018,34.3529,64.3418,185.79528104816745,147.4103643810804,13018.8744052351
2456690.52925472,2014.0876913202467,17102.56399044942,0.6161832,5.8025,33.7369,65.5673,186.11508260952633,147.27532471121455,13018.329605668358
2456690.78319867,2014.0883865808898,17101.929987953838,0.6161536,5.8083,33.5824,65.9555,186.37795892812392,147.25873087965348,13018.284431828519
2456691.81315054,2014.0912064354277,17099.21599950967,0.6160746,5.8186,32.6518,67.6764,186.6870422981492,147.0338832460021,13017.385602975248
2456691.83830817,2014.0912753132648,17099.39474158397,0.6161165,5.8017,32.6574,67.7019,186.03920128084974,147.04018722466836,13016.902689276107
2456692.86592124,2014.094088764517,17096.87816155376,0.6160338,5.803,31.8156,69.3769,186.48703955478322,146.86054477387995,13016.208427607071
2456693.897926,2014.0969142395618,17094.24976023869,0.6159439,5.806,31.0087,71.0154,187.01459534320657,146.67497375775238,13015.53471104952
2456695.45820168,2014.1011860415601,17089.93476306119,0.6156906,5.8153,29.7184,73.5944,189.6862748311878,146.42582503832483,13015.986627914213
2456697.47335857,2014.1067032404385,17084.53111138463,0.6155599,5.8163,28.1245,76.7916,189.84254891381715,146.0429334421693,13013.798019751637
2456697.47571485,2014.1067096915806,17083.894589755633,0.6155744,5.8129,28.0696,76.8639,189.35012800356344,146.05801103102377,13013.0994279149
2456698.02745432,2014.108220271923,17082.147213830096,0.6155845,5.8109,27.6222,77.7448,188.50586227810345,145.94770210771983,13011.619555015093
2456698.50649396,2014.109531810979,17080.732751840867,0.6155363,5.8126,27.231,78.5244,188.7854124839214,145.86394804759766,13011.252485951198
2456698.75853256,2014.1102218550582,17079.922385913793,0.6155417,5.8183,27.0519,78.9301,188.38162462036144,145.8421321790902,13010.555615955025
2456699.80920443,2014.113098437864,17076.849238663912,0.615441,5.8101,26.1647,80.6459,188.91976637135485,145.63516236893267,13009.698116983474
