jd,year,a_km,e,i_deg,raan_deg,argp_deg,hp_km,azimuth_deg,lambda
2441604.87822882,1972.7854297845856,6712.505723583739,0.019366,65.4077,95.2806,51.2064,204.37503774081688,303.2722775491465,6711.067052936993
2441604.94223585,1972.7856050262828,6730.828025230553,0.018883,65.2468,94.8094,65.0662,225.59349963012482,316.5977905381866,6729.4564942576935
2441619.00919333,1972.8241182568927,26232.89769368701,0.7435,65.3843,93.3342,283.934,350.6019584307169,160.12562751861475,16562.93533155407
2441623.45601379,1972.8362929877887,26556.227609976166,0.735955,65.2966,92.6801,284.2806,633.9028192761562,155.435224396026,17004.9656908444
2441629.93631784,1972.8540350933338,26556.276324897815,0.735763,65.3077,91.8259,284.0857,639.0144872620258,147.99896639987725,17010.98638487762
2441637.91202013,1972.8758713761263,26555.940884828677,0.73576,65.3077,90.7545,283.9222,639.0055194071301,138.90300459458012,17010.865073956273
2441641.89998195,1972.8867898205337,26556.465273836253,0.735757,65.3077,90.2187,283.8404,639.223753354313,134.35476460785827,17011.294541249576
2441655.35912113,1972.9236389353316,26556.338719154573,0.733977,65.4278,88.5584,283.7507,686.4605950856576,119.33908328064314,17066.591040943462
2441668.31973566,1972.9591231640252,26556.294328294964,0.7332332,65.5062,86.8279,283.5449,706.2013578173965,104.62846095091561,17089.62329427071
2441671.80909126,1972.9686764990013,26556.15621477906,0.7332889,65.5145,86.3654,283.4464,704.6853358155586,100.62826035956505,17087.809118703604
2441675.7969241,1972.9795945902802,26556.08455531097,0.733382,65.5212,85.8398,283.3307,702.1938519679006,96.0564474991786,17084.878678626537
2441678.28927704,1972.9864182807391,26555.90470276536,0.7333597,65.5308,85.5199,283.2678,702.7380967167683,93.21711893394712,17085.453908341366
2441685.76650129,1973.0068898050372,26555.980596991245,0.7334569,65.5401,84.5064,283.0528,700.1770918618977,84.61887018665249,17082.490798969673
2441686.76339628,1973.0096191547705,26555.927206229273,0.7334599,65.5449,84.3791,283.0223,700.0831931410694,83.47850428265815,17082.363481097695
2441690.2527808,1973.019172568926,26556.36475364164,0.7337938,65.5246,83.8819,282.9165,691.3326468808755,79.43627518664141,17072.292060692656
