jd,year,a_km,e,i_deg,raan_deg,argp_deg,hp_km,azimuth_deg,lambda
2441209.7006255,1971.7034924722798,10111.654215209659,0.3449491,26.3329,205.2699,132.0965,245.51189416188026,163.64910997929212,9405.518066063518
2441216.58939498,1971.7223528952227,10097.122978717514,0.3441918,26.3216,189.5273,158.8684,243.63974585137203,167.8886577198091,9395.180379471814
2441219.61956709,1971.7306490543194,10090.951719282204,0.3436401,26.3559,182.5162,170.4698,245.15976137289545,169.49234044499747,9391.747591053048
2441265.0415481,1971.8550076607798,10012.499900564757,0.338674,26.364,76.4597,348.8496,243.3902092408889,197.04654211925947,9339.174333033663
2441275.06288608,1971.8824445888563,9995.444630815304,0.3373117,26.3498,52.8582,28.6322,245.72791013912138,203.35034801172273,9328.806557345268
2441278.05243936,1971.8906295396575,9989.84749720882,0.3371548,26.3544,45.7333,40.5462,243.58616225688002,205.19286572325416,9324.218892753324
2441280.80933654,1971.8981775127716,9983.477750766084,0.3369782,26.3692,39.1311,51.5724,241.12708857287998,206.89959540222702,9318.988765557038
2441282.9899562,1971.904147724025,9978.579810602363,0.3364313,26.3592,33.9853,60.2974,243.33693276765644,208.3295193510078,9316.627955287724
2441286.659515,1971.9141944284736,9972.77930262383,0.336057,26.3598,25.3269,74.9281,243.2207085219734,210.6850057495384,9312.722365356318
2441290.78317197,1971.9254843859546,9966.075815955282,0.3356007,26.3349,15.5135,91.3582,243.31749586761907,213.2373210563313,9308.299757584171
2441295.70232332,1971.93895228835,9959.123346026381,0.3352199,26.3448,3.8216,111.0943,242.4907138837516,216.4330761939819,9303.336191275044
2441299.70102639,1971.9499001406978,9952.701123512272,0.3346068,26.3225,354.2894,127.2067,244.32334921742586,219.0720493488222,9299.794623933416
2441302.78217534,1971.958335866777,9947.39920999781,0.3344787,26.3587,346.9154,139.4799,242.06975385671467,220.93438796035463,9295.353139040597
2441306.77081716,1971.969256172923,9938.223821159276,0.3339359,26.3627,337.3216,155.5075,241.35780503901424,223.43687774770575,9288.946901644964
2441313.70985,1971.9882542094463,9926.301512752703,0.3328554,26.3637,320.6479,183.5572,244.14215220479673,227.97358459937539,9282.10177973161
2441376.89754272,1972.1612526836966,9800.070955461793,0.324633,26.3302,166.3741,83.0486,240.50822097736545,270.911733869213,9195.859124718147
2441421.32094172,1972.2828773216158,11276.268546630185,0.4076269,26.5403,280.3249,111.5853,301.6218553998169,9.614364218324909,10164.123109669179
2441439.39105064,1972.3323505835456,9644.54197588522,0.3131019,26.3642,7.7771,349.8004,246.68125860580403,317.4712899235862,9092.353640296571
2441443.31352808,1972.3430897414921,9637.024902547882,0.312667,26.3445,357.5671,6.9424,245.7089373429435,320.5371930628297,9086.83328265391
