jd,year,a_km,e,i_deg,raan_deg,argp_deg,hp_km,azimuth_deg,lambda
2440878.95889094,1970.7979709539768,26227.8617757518,0.7380629,65.4983,106.5518,284.8257,491.9137527412777,183.64795656831615,16729.55223551122
2440886.78782351,1970.8194054031756,26230.364800262265,0.7381589,65.4939,105.443,284.6146,490.05127270195317,174.61165485678237,16728.17249802734
2440896.08482435,1970.8448592042441,26229.169382905846,0.7382269,65.5004,104.064,284.4294,487.9546797883495,163.88408647208473,16725.30153912663
2440905.87009966,1970.8716498279534,26227.663989121887,0.7384509,65.5057,102.6355,284.1043,481.68561145723834,152.48586193674663,16717.393271247325
2440908.80577744,1970.8796872756739,26228.308520348855,0.738667,65.5402,102.2321,283.9648,476.18625054832864,149.04948075744062,16711.09659065162
2440915.16687005,1970.897102998084,26230.20769662822,0.738581,65.5457,101.3148,283.8431,478.93836584485143,141.7408206898088,16714.97664517251
2440930.82382019,1970.9399693913485,26226.65646442053,0.738605,65.5452,99.0285,283.4606,477.3805665172049,123.64011911454077,16711.968696827098
2440933.75941253,1970.948006605147,26227.555943761814,0.738904,65.5704,98.6158,283.2896,469.77364669243434,120.16302214714267,16703.256511085176
2440941.09892659,1970.968101099493,26230.03425215656,0.738937,65.5736,97.5618,283.1068,469.55513197074924,111.69220418251376,16703.80947575538
2440956.75557817,1971.0109666753458,26226.032477224562,0.7391339,65.564,95.2847,282.669,463.3465108069104,93.5456968755006,16695.142033911143
2440960.66961991,1971.0216827376044,26227.41718880323,0.7396651,65.5734,94.6947,282.5147,449.77573110537014,88.94361446246904,16679.49809210621
2440966.05170569,1971.0364180853937,26228.838872459328,0.7400075,65.6082,93.9383,282.309,441.16509054788094,82.67678925821656,16669.73689935509
2440973.88046704,1971.057852065818,26229.536524370924,0.7395653,65.658,92.827,282.2188,452.94517586358506,73.75905630554564,16683.95273119712
2440977.30532503,1971.0672288159612,26228.05768400483,0.7403711,65.6351,92.3535,281.992,431.42546563472297,69.6831262539132,16657.90406439637
2440980.72994088,1971.0766049031624,26226.25478177213,0.7405718,65.6404,91.8735,281.9178,425.69377077653644,65.75353486151391,16650.497133077934
2440983.66526279,1971.084641376564,26226.67485528478,0.741037,65.6605,91.3716,281.823,413.60210054911295,62.26370443702871,16636.235944626136
2440986.6006585,1971.0926780520194,26227.09297814382,0.7410722,65.6522,90.9226,281.7451,412.78718522622876,58.843601273001696,16635.40112183864
