jd,year,a_km,e,i_deg,raan_deg,argp_deg,hp_km,azimuth_deg,lambda
2453012.38523065,2004.0174818087617,46133.68094079694,0.8496567,28.2667,22.8967,123.1167,557.7535337865147,219.25994884580467,22202.60544171166
2453014.66794206,2004.0237315319923,46133.221440826375,0.8496833,28.2992,22.7091,123.4889,556.4573073542642,217.19464848280145,22200.32194476428
2453016.95034729,2004.029980416947,46132.94553572302,0.8496252,28.2496,22.4108,123.9361,559.0961583452427,215.09394989906332,22204.693494211093
2453019.23237287,2004.0362282624783,46134.04918088845,0.8496445,28.2456,22.1581,124.3786,558.3717316170714,213.0345255078081,22203.7285028276
2453021.51447789,2004.042476325503,46134.27069014555,0.849669,28.2405,21.8757,124.7875,557.2747471202711,210.91172281890616,22201.935627330833
2453023.79653484,2004.04872425692,46134.05725487173,0.8497232,28.2656,21.5483,125.3578,554.7421952789073,208.90536750881242,22197.630177954
2453027.22015361,2004.0580976142649,46135.305254325016,0.8499536,28.3311,21.1628,126.0346,544.3001663125542,205.82225886466833,22180.355018001785
2453030.64400773,2004.0674716159613,46134.344761187655,0.8498478,28.3195,20.7005,126.6955,549.0370614507992,202.64621825396424,22188.103535264916
2453035.20749152,2004.079965753648,46132.5383550662,0.8498278,28.3111,20.056,127.674,549.6884763646713,198.4823286867902,22188.78636069327
2453037.48945257,2004.0862134225058,46132.80828675641,0.8498637,28.3352,19.7646,128.1599,548.072844782946,196.42766789794396,22186.130954968467
2453039.77184601,2004.092462275181,46133.21547336955,0.849825,28.3602,19.5258,128.5621,549.9193337132692,194.34148093481667,22189.329259374437
2453042.05423852,2004.0987111253116,46133.010474848146,0.8497604,28.3416,19.2374,128.9987,552.8687405369965,192.24009488778955,22194.241545818408
2453043.19529959,2004.1018351802602,46132.61768438601,0.8497411,28.3543,19.1057,129.2115,553.7000873763873,191.19653510635914,22195.549386847946
2453044.33630998,2004.1049590964549,46132.545375346235,0.8497517,28.3712,18.9729,129.4372,553.2002173186338,190.16482527625266,22194.69253011482
2453046.61806397,2004.111206198412,46132.921315242966,0.8497588,28.3892,18.6998,129.8837,552.9291579076798,188.08926857166017,22194.322744633308
2453048.89971071,2004.1174530067356,46133.94702775288,0.8497595,28.4004,18.4651,130.3076,553.0509684231065,186.02961757520123,22194.761918178432
2453052.32279382,2004.126824897522,46132.4025131734,0.8496494,28.4052,17.9273,131.1537,557.8980972971285,182.9640368920494,22202.55611519302
2453053.46320265,2004.1299471667357,46131.98130435963,0.8496137,28.4348,17.7869,131.372,559.4816800318176,181.91791997516896,22205.12081528022
2453055.7454799,2004.1361957013003,46132.12977936925,0.849834,28.4428,17.5062,131.7252,549.3411004487634,179.74094753190218,22188.108862638044
2453058.02735416,2004.142443132539,46132.613121185794,0.850032,28.4749,17.2303,132.2423,540.2794245579908,177.73307228597145,22172.974829712337
2453063.73076576,2004.1580582224776,46128.78674851414,0.8497077,28.4775,16.4724,133.4025,554.665156643714,172.5139399080626,22196.296087707786
2453069.43422781,2004.17367345054,46129.07908599581,0.8496496,28.4982,15.837,134.4686,557.3891922111034,167.32315780556004,22200.94111568669
