jd,year,a_km,e,i_deg,raan_deg,argp_deg,hp_km,azimuth_deg,lambda
2457296.42101037,2015.7465325403693,24373.62121316677,0.728316,6.0713,143.2671,178.8781,243.78660567800216,132.9334854670388,15823.87161952441
2457296.42101037,2015.7465325403693,24373.62121316677,0.728316,6.0713,143.2671,178.8781,243.78660567800216,132.9334854670388,15823.87161952441
2457296.42101037,2015.7465325403693,24373.62121316677,0.728316,6.0713,143.2671,178.8781,243.78660567800216,132.9334854670388,15823.87161952441
2457296.58779068,2015.746989159973,24350.641694133843,0.72838,6.2825,141.0149,181.1285,235.9849969606339,132.7673024097404,15807.159147536764
2457297.03221115,2015.7482059169063,24370.054777779264,0.7283609,5.9636,143.7535,178.6162,241.72344678665922,132.55556991371554,15820.29686398025
2457297.13084243,2015.748475954634,24350.2789046185,0.7283701,6.2824,140.9342,181.4242,236.12752383363204,132.44705633177722,15807.201119805
2457297.13624021,2015.74849073295,24369.96656803074,0.7283695,5.9598,143.7176,178.6938,241.48990385747402,132.49473613806828,15819.998372514228
2457297.90493061,2015.7505952925674,24368.71698008034,0.728444,5.9602,143.4242,179.291,239.33500824269686,132.0408946757692,15817.097351920856
2457298.34119016,2015.7517897061184,24368.68658419223,0.7284171,5.9633,143.2561,179.6355,239.98227172601855,131.78730579733576,15817.832256344273
2457302.26764235,2015.762539746338,24358.322701430694,0.7283808,5.9726,141.6091,182.8865,238.0518255044426,129.52129131833846,15812.122824476859
2457306.18927502,2015.77327659143,24338.351681866385,0.7277785,5.9937,140.0628,186.0324,247.28630236518984,127.25562708520579,15816.018178819151
2457307.92851835,2015.77803838015,24332.888685109523,0.7276729,5.997,139.3366,187.4615,248.36871023869026,126.24428314601664,15815.420557256031
2457308.79928174,2015.7804224003835,24331.834038899266,0.7276584,5.9983,138.9715,188.2058,248.43431308828713,125.7652358619186,15815.140397912657
2457309.23456531,2015.7816141418486,24330.696261169418,0.727611,5.9703,138.9543,188.4072,249.27772388367612,125.52040893452522,15815.725670050751
2457313.58791303,2015.7935329583295,24320.412377295284,0.7272879,6.0335,136.9059,192.2339,254.33443227818952,123.00793500140219,15818.062942742563
2457314.45755817,2015.795913916961,24319.102345339616,0.7274222,6.0102,136.5923,192.8934,250.71111526751247,122.49668989408366,15813.461908623742
2457315.32818491,2015.7982975630666,24317.042036760497,0.7273669,6.0154,136.2285,193.6155,251.4942533123267,121.99687729598185,15813.665929653998
2457316.19845929,2015.8006802444627,24314.273480696484,0.7272649,6.0137,135.9029,194.2889,253.21950918510356,121.48691199346052,15814.71196904789
2457316.19845929,2015.8006802444627,24314.273480696484,0.7272649,6.0137,135.9029,194.2889,253.21950918510356,121.48691199346052,15814.71196904789
2457317.06890023,2015.803063381875,24311.79720940403,0.7272473,6.0014,135.6085,194.9411,252.97203071741387,120.9867825249691,15813.592355493489
2457317.06890023,2015.803063381875,24311.79720940403,0.7272473,6.0014,135.6085,194.9411,252.97203071741387,120.9867825249691,15813.592355493489
2457317.93832029,2015.8054437242706,24307.7575114073,0.7274614,6.0207,135.0962,195.7768,246.66590129842916,120.45325926258965,15804.99093242144
2457318.80869626,2015.8078266838063,24305.202063195837,0.7273008,6.0145,134.8134,196.4074,249.87285847185467,119.94319382977295,15807.810273874742
2457319.24361046,2015.80901741399,24303.773514564735,0.7272877,6.0151,134.631,196.768,249.80167383603293,119.69273096360178,15807.246559237672
2457320.11338637,2015.8113987306497,24301.203207323488,0.7272431,6.0173,134.2711,197.4831,250.18455309961064,119.19065696613472,15806.818615895989
2457320.5482429,2015.8125893029433,24300.079538908874,0.727227,6.0177,134.0913,197.8394,250.26929606679096,118.93855094039748,15806.536655805961
2457321.41786877,2015.8149702088165,24297.56568109923,0.7271838,6.0194,133.73,198.5567,250.63323836790278,118.4374248260932,15806.105834108173
2457323.1569265,2015.8197314893912,24293.4581468087,0.7270872,6.0232,133.0099,199.9835,251.85938452837308,117.43006381915859,15806.125942958395
2457324.02637128,2015.8221118994666,24291.650231854102,0.7270623,6.0241,132.6491,200.6973,251.97084348672433,116.92611619200272,15805.64342801263
2457325.33050905,2015.8256824340858,24289.155639807122,0.7270053,6.026,132.1141,201.7607,252.67445714245423,116.16912372913293,15805.608112166889
2457325.33050905,2015.8256824340858,24289.155639807122,0.7270053,6.026,132.1141,201.7607,252.67445714245423,116.16912372913293,15805.608112166889
2457327.06923106,2015.8304427955095,24285.64443962144,0.7269507,6.0298,131.3959,203.1864,253.0419142875271,115.162893616558,15804.843794651299
2457327.50388863,2015.8316328230796,24284.527932286124,0.7269454,6.0304,131.2167,203.5435,252.86576073921515,114.91238369132617,15804.264760414282
2457329.24244186,2015.8363927224093,24280.776363341753,0.7269116,6.0342,130.5037,204.9649,252.66206782281824,113.90721993262184,15802.764212645272
2457330.11164669,2015.838772475537,24278.781573237065,0.7268816,6.0358,130.1452,205.6789,252.8456772319896,113.40600880663004,15802.300963060816
2457330.54622935,2015.8399622980148,24277.50697020592,0.7268728,6.0363,129.9676,206.0337,252.71120175282613,113.15487271466293,15801.7162797344
2457330.9807854,2015.841152047639,24275.99413840683,0.7268592,6.0372,129.7912,206.3878,252.62815975975082,112.90426284996363,15801.110081003515
2457330.9807854,2015.841152047639,24275.99413840683,0.7268592,6.0372,129.7912,206.3878,252.62815975975082,112.90426284996363,15801.110081003515
2457332.28432768,2015.8447209518954,24272.71169362011,0.7268047,6.0392,129.2555,207.4542,253.05445295205482,112.15015731767164,15800.489880528541
2457332.71881565,2015.8459105151262,24271.796267018683,0.7267847,6.0397,129.0773,207.8079,253.28979863239056,111.89741455455379,15800.450349777982
2457333.58771164,2015.8482894226972,24269.90035107107,0.726744,6.0408,128.7143,208.5292,253.7595903322781,111.39930782899273,15800.348183730228
2457334.0221586,2015.849478873648,24268.43154032875,0.7267273,6.0416,128.5383,208.8803,253.76351179079757,111.14620548672792,15799.856381736969
2457334.8909448,2015.8518574806294,24266.386102306347,0.7266961,6.042,128.179,209.5934,253.96166066612477,110.64370697343037,15799.392261773486
