jd,year,a_km,e,i_deg,raan_deg,argp_deg,hp_km,azimuth_deg,lambda
2454000.91382635,2006.7239256026012,15645.492699842813,0.5306824,65.3811,253.3168,67.3559,964.5687847077488,139.59948306353402,12951.03964182053
2454001.59009249,2006.7257771183845,15645.42461110481,0.5307575,65.4012,253.1097,67.3097,963.3618580763487,138.67963738155754,12950.162061308301
2454002.49174728,2006.7282457146616,15645.380245671711,0.5309572,65.4137,252.839,67.2155,960.2166574945468,137.42604272185582,12947.94087144182
2454002.94259266,2006.7294800620396,15645.364869490073,0.5311575,65.4061,252.6973,67.1004,957.0756788239005,136.7248776657429,12945.736014539465
2454003.61884963,2006.7313315527174,15645.24444755143,0.5315043,65.4078,252.4749,66.9934,951.5934491267199,135.72894102176406,12941.838323485268
2454003.84425836,2006.7319486881865,15645.202457939633,0.5315585,65.4273,252.3996,66.9408,950.7258072009281,135.37887225287972,12941.209709557812
2454004.52048592,2006.7338000983434,15645.10891098774,0.5317765,65.4306,252.1643,66.8,947.2713521838677,134.33626459640243,12938.742858487849
2454005.87294376,2006.7375029261052,15645.01237971072,0.5317691,65.4301,251.6921,66.7189,947.341927063092,132.4499466021561,12938.744157164358
2454007.00000141,2006.7405886417796,15644.686380190817,0.5328841,65.5003,251.393,66.7203,929.7454587005759,131.041388959321,12926.233213212734
2454009.93017505,2006.7486110199868,15644.610918671162,0.5322023,65.5322,250.4031,66.7918,940.3767051492559,127.2349328047685,12933.660235377562
2454011.50792924,2006.752930675537,15644.47755852836,0.5323271,65.5401,249.886,66.7975,938.3618887818775,125.16845680668155,12932.180064974269
2454084.28924902,2006.952195069186,15639.65198918976,0.5366754,65.4454,224.1282,62.3121,868.0992020305493,23.190075093063342,12880.205684256674
2454430.90826466,2007.9011862139898,14936.848260928646,0.531785,64.6337,83.6795,43.1549,615.5201084907067,241.94736296363618,12352.911560971617
2454430.92003197,2007.901218431129,14937.465319641882,0.5317469,64.677,83.7116,43.2063,616.378142064802,242.0192647935265,12353.820693678199
2454445.85473443,2007.9421074180152,14942.470145699499,0.527721,64.6579,77.5293,42.5423,678.8785579408141,220.45292951449096,12399.900946659594
2454447.74816534,2007.9472913493228,14942.967220184784,0.5277559,64.658,76.7404,42.4682,678.591806225666,217.72371424378213,12399.95167175446
2454453.85040487,2007.9639983706236,14944.277447197366,0.5279996,64.641,74.1534,42.1961,675.5686327881358,208.85008657554292,12398.511652789268
2454461.84747828,2007.9858931643528,14945.211633323604,0.5281354,64.6417,70.8182,41.8876,673.9800092735886,197.32426083300817,12397.877635670451
2454467.7393515,2008.0020242340859,14944.5892456724,0.5255069,64.6123,68.2393,39.8597,712.9681794057587,186.91027572912463,12424.548013854439
2454471.10539226,2008.0112399514305,14944.994700261519,0.525648,64.6171,66.8516,39.6858,711.0518260584522,182.03101748499904,12423.430232182958
2454475.73547628,2008.0239164306095,14943.725487208481,0.5254787,64.6369,64.9576,39.492,712.9797450333026,175.37968498060272,12424.120587421061
2454486.67603009,2008.0538700344698,14939.963144472806,0.525849,64.6984,60.4853,38.4161,705.6621649149247,159.04818759088747,12417.17493000479
2454487.30534598,2008.0555930074743,14932.531596054203,0.5262135,64.7751,60.2946,37.9379,696.6955810339341,157.75901730925528,12407.238796537931
2454487.30534598,2008.0555930074743,14939.76793746374,0.5258459,64.6984,60.2247,38.3908,705.6159205969761,158.14201730925527,12417.044660353688
2454497.61026273,2008.0838063319102,14934.857096106009,0.5283176,64.7427,56.0008,37.2403,666.3729387483118,142.61082051236897,12387.398016395657
2454507.69823573,2008.1114256967287,14930.214907153613,0.528205,64.744,51.7935,36.816,665.8644421205381,128.0362491776509,12384.71539040818
2454518.62281154,2008.1413355552088,14926.511979552359,0.533188,65.2165,47.6923,35.6131,589.7386101987959,111.9646001248164,12329.661313652687
2454521.56271566,2008.1493845740174,14925.35090720017,0.5349168,65.2216,46.4048,35.1875,563.3936610435585,107.35385335374187,12310.516086502093
2454532.06395707,2008.1781354060781,14921.849724522062,0.533952,65.2242,42.0456,34.7819,576.1619204140579,92.2387538119093,12317.78488627021
2454539.83077683,2008.199399799672,14922.285053786445,0.5365107,65.1867,38.759,33.1546,538.1831539799414,79.66967211807435,12291.15362933292
2454579.35129555,2008.3076010829566,14287.093751848995,0.5303887,65.71,21.7541,32.5679,331.24437002768354,23.125610135633792,11829.514387069932
2454581.30542091,2008.3129511866118,14195.57303136303,0.5281763,65.6503,20.7821,32.1118,319.6714912779198,19.771472819704712,11775.60787214088
2454588.21270159,2008.331862290458,13807.779248849614,0.5172588,65.6497,17.3744,31.5165,287.4476239247615,8.960475435104527,11557.17934454203
2454590.76520687,2008.338850669049,13678.304294579419,0.5116016,65.6625,15.9336,31.5622,302.32563218571704,5.049559142350375,11500.708341890335
2454591.31772803,2008.3403633895414,13651.860412673097,0.5108244,65.6393,15.5774,31.6447,300.02070848561016,4.231279765063434,11485.532628541898
2454605.29015417,2008.3786178074463,13026.7080408657,0.4866247,65.5756,7.8406,31.4218,309.4538484918403,342.49998931931435,11162.711902323408
2454609.37627685,2008.3898050016421,12854.440952370414,0.4805819,65.5808,5.4811,30.5671,298.69299604243133,335.2583994088521,11063.218453418496
2454609.37766527,2008.3898088029298,12854.57570745917,0.478968,65.5366,5.453,31.153,319.5089900088651,335.814830945262,11076.059360818264
2454635.09721301,2008.4602250869536,12485.4695390612,0.4559266,65.3706,349.2969,31.2652,414.87556271345966,294.42106869666884,10928.852863438393
2454635.0972834,2008.4602252796717,12483.81860226163,0.4593323,65.2758,349.1178,29.3415,371.46119090200955,292.31819931814744,10902.8154519117
2454638.1473887,2008.4685760128677,12475.200133931676,0.4584675,65.3114,347.1463,28.7374,377.5900165283547,286.7363353676252,10901.550074100705
2454642.95920925,2008.4817500595477,12473.175479636442,0.4555873,65.2756,344.1094,29.2877,412.41884044267135,279.5070785628053,10920.527249698183
2454650.983587,2008.5037196084875,12475.300006641317,0.453565,65.1591,338.9736,27.7391,438.80425912904775,264.91364094450586,10936.861015742112
2454677.81290385,2008.577174274743,12487.831894153232,0.4422454,64.9925,322.0715,25.7147,587.0093829906782,219.5434610925272,11027.496859961406
2454682.95697895,2008.5912579848055,12489.68525439884,0.4434205,64.9565,318.8503,24.5708,573.3664740506792,210.108225470045,11020.977317767643
2454686.81622606,2008.601824027543,12490.538055154986,0.4392709,64.9951,316.5222,24.7795,625.671862182805,204.1850500845635,11050.416705535885
2454688.90633132,2008.6075464238736,12491.188310112284,0.4426225,64.9361,315.1344,24.1054,584.1710123196108,200.06308740550884,11027.845923985467
2454696.78713048,2008.6291228760579,12493.240297296876,0.4358731,64.9989,310.3665,23.743,669.6366198691649,187.16526461913776,11076.060110243154
2454701.77344033,2008.6427746484046,12494.93045357098,0.4381727,65.0139,307.3399,22.4344,641.8567404175592,177.9154265743013,11061.842949697919
2454706.76135989,2008.6564308278987,12495.707081097775,0.437913,65.0405,304.318,21.2124,645.5382060930051,168.7553019564765,11064.31040017167
2454709.65720979,2008.6643592328264,12495.650721015167,0.4354753,65.0442,302.5354,21.7064,675.9671745858705,164.6124761824928,11080.905768686034
2454712.71398585,2008.672728229569,12495.600352661028,0.4356166,65.1545,300.7639,20.5721,674.1731120760296,158.69383735513446,11079.899320060002
2454714.80552009,2008.6784545382336,12495.336362700138,0.4351596,65.1334,299.4688,20.5036,679.7344892420915,155.2687662359175,11082.774469732349
2454715.60988765,2008.6806567765907,12495.094740408598,0.435091,65.1337,298.9832,20.4453,680.4551747094811,153.93206042733073,11083.026539754546
2454716.73604558,2008.6837400289662,12495.112805723642,0.4349498,65.1565,298.3256,20.4004,682.2296898967043,152.11958957218064,11084.002236413731
2454717.70137995,2008.6863829704316,12495.05830174111,0.4351127,65.168,297.7428,20.2332,680.1634474131206,150.4181306446079,11082.846701375563
2454719.63197041,2008.6916686390412,12495.166868043167,0.4352509,65.1761,296.567,19.9487,678.4979430771973,147.05498994519627,11082.003291762872
2454720.59733677,2008.6943116680904,12495.125590859947,0.435165,65.1796,295.9785,19.9296,679.5479631133776,145.4958994874395,11082.550809266082
